"HHID","h9q0","h9q1","h9q2","h9q3","h9q4","h9q5","h9q6","h9q7","h9q8","h9q9a","h9q9b","h9q10","h9q11b","h9q12","h9q13","h9q14","h9q15a","h9q15b","h9q15c","h9q16","h9q17","h9q18","h9q19","h9q20","h9q21","h9q22","h9q22a","h9q22b","h9q23","wgt_X"
"H12710-04-01",1,10,10,3,10,12,13,14,6,10,20,0.5,5,2,,,"P12710-009","P12710-007","P12710-005",1,4,1,1,1,2,12,2,,1,2272.6435546875
"H12805-04-01",1,10,10,2,10,12,13,14,6,25,10,0.5,5,1,2,500,"P12805-008","P12805-012","P12805-009",1,4,5,1,1,5,12,2,,2,757.547973632813
"H12805-04-02",3,11,16,1,10,11,13,12,6,2,1,0.00999999977648258,5,1,1,12500,"P12805-017","P12805-003",,2,2,2,1,1,5,11,1,3,1,757.547973632813
"H12806-04-01",1,10,10,2,10,16,14,14,2,15,7,0.600000023841858,1.5,1,2,500,"P12806-002",,,1,4,1,1,1,2,13,2,,1,2272.64404296875
"H12808-04-01",1,10,10,4,10,12,13,14,6,10,15,0.25,10,1,2,500,"P12808-005","P12808-007","P12808-003",1,4,1,1,2,8,12,2,,1,2272.64404296875
"H12809-04-01",1,11,10,2,10,12,14,14,2,15,5,0.300000011920929,8,1,2,500,"P12809-001",,,1,1,1,1,1,2,13,1,2,1,757.547973632813
"H12809-04-02",2,10,10,1,10,16,14,14,2,15,5,0.400000005960464,4,1,2,500,"P12809-009","P12809-007",,2,4,1,1,1,2,13,1,2,1,757.547973632813
"H12809-04-03",1,10,10,1,10,16,14,14,6,5,40,0,2.5,1,2,500,"P12809-012","P12809-006",,1,1,1,1,1,8,13,1,2,1,757.547973632813
"H12810-04-01",1,10,10,3,10,16,14,14,6,5,5,0.300000011920929,5,1,2,500,"Z01","Z03","Z04",1,4,2,1,1,5,13,2,,1,2272.64404296875
"H12811-04-01",1,10,10,2,10,12,14,14,6,10,2,0.400000005960464,10,2,,,"P12811-002","P12811-003","P12811-006",1,4,1,1,1,5,12,1,1,1,2272.64404296875
"H12812-04-01",3,10,10,3,10,12,14,15,,10,5,0.300000011920929,15,2,,,"P12812-010","P12812-002","P12812-012",1,2,1,1,,2,17,,,,2272.64404296875
"H12901-04-01",1,11,10,1,15,14,14,12,2,120,7,3,8,1,2,1000,,,,2,4,1,1,3,2,13,1,2,2,2272.64404296875
"H12902-04-02",1,10,10,1,10,12,14,14,96,20,5,1.5,5,1,2,250,"P12902-004","P12902-005",,1,3,1,1,2,1,12,2,,1,2272.64404296875
"H12903-04-01",1,10,10,3,10,12,14,14,6,10,10,0.300000011920929,5,1,2,2000,"P12903-009","P12903-002",,1,4,1,1,2,2,12,2,,1,2272.64404296875
"H12904-04-01",1,10,10,3,10,11,13,12,2,29,6,0.899999976158142,7,1,2,1000,"P12904-004","P12904-006","Z03",2,4,1,1,3,2,13,2,,1,2272.64404296875
"H12905-04-01",1,16,10,2,15,16,14,14,6,30,20,1,20,1,2,250,"P12905-012","P12905-006","P12905-008",1,4,1,1,2,2,13,2,,1,1136.32202148438
"H12905-04-02",3,16,16,1,15,16,14,14,96,16,1,0.5,5,1,2,250,"P12905-003",,,1,4,1,1,1,5,13,2,,1,1136.32202148438
"H12906-04-01",1,16,10,2,15,14,14,14,2,25,4,1.29999995231628,3,1,2,150,"P12906-008","P12906-004","P12906-010",1,3,1,1,2,2,15,2,,1,2272.64404296875
"H12907-04-01",1,10,10,3,10,12,13,14,6,15,10,0.600000023841858,8,2,,,"P12907-004","P12907-002","P12907-005",1,2,1,1,2,2,13,2,,1,2272.64404296875
"H12908-04-01",1,10,10,2,10,12,14,12,2,26,4,0.899999976158142,4,1,2,1000,"P12908-006","P12908-007","P12908-002",2,2,1,1,3,2,13,2,,1,2272.64404296875
"H12909-04-02",1,16,10,1,15,14,14,14,6,10,5,0.400000005960464,5,2,,,"P12909-009","P12909-004",,1,4,1,1,1,2,17,,,,2272.64404296875
"H12910-04-01",1,10,10,6,10,12,13,14,96,20,15,1,20,2,,,"P12910-004","P12910-010","P12910-002",1,4,1,1,2,2,12,1,1,1,2272.64404296875
"H13002-04-01",2,10,10,3,10,12,14,14,6,4,40,0.00999999977648258,20,2,,,"P13002-002","P13002-012","P13002-011",1,4,1,1,1,8,15,1,3,3,2272.64404296875
"H13003-04-01",1,16,10,1,15,14,14,14,6,40,1,0.400000005960464,6,2,,,"P13003-002","P13003-006",,1,4,1,1,2,2,17,,,,2272.64404296875
"H13004-04-01",1,16,10,6,15,14,14,14,6,30,1,0.400000005960464,16,2,,,"P13004-005","P13004-009","P13004-013",1,4,1,1,1,2,13,2,,1,2272.64404296875
"H13005-04-01",1,10,10,1,96,16,14,14,6,20,2,0.5,3,2,,,"Z03","Z04","Z01",2,4,1,2,1,2,13,2,,1,2272.64404296875
"H13006-04-01",1,10,10,5,10,12,13,14,6,15,3,0.25,5,2,,,"P13006-061","P13006-006","P13006-005",2,4,1,1,1,5,13,2,,1,378.773986816406
"H13006-04-02",1,10,10,3,10,12,13,14,6,15,5,0.25,4,2,,,"P13006-023","P13006-027","P13006-028",2,4,1,1,1,5,13,2,,1,378.773986816406
"H13006-04-03",1,16,10,1,15,12,14,14,6,30,5,1.5,4,2,,,"P13006-008","P13006-009",,2,4,1,1,3,1,15,2,,1,378.773986816406
"H13006-04-04",1,10,10,3,10,12,14,14,6,20,5,0.400000005960464,2,2,,,"P13006-021","P13006-060",,2,4,2,2,3,2,13,2,,1,378.773986816406
"H13006-04-05",2,10,10,2,10,12,13,12,6,40,15,1,1,2,,,"P13006-072","P13006-073","P13006-004",2,4,1,1,2,1,12,2,,1,378.773986816406
"H13006-04-06",1,16,10,3,15,14,14,14,6,30,20,1,6,2,,,"P13006-041","P13006-042","P13006-050",2,4,1,1,2,2,13,2,,1,378.773986816406
"H13007-04-01",1,10,10,1,15,14,14,14,6,3,10,0.150000005960464,10,2,,,"P13007-002","P13007-003","Z02",1,4,1,1,1,5,13,2,,1,2272.64404296875
"H13008-04-01",1,10,10,3,10,11,14,14,6,30,3,1,5,2,,,"P13008-002","P13008-008","P13008-009",2,4,1,1,1,2,13,2,,1,2272.64404296875
"H13009-04-01",1,10,10,2,10,12,10,14,6,20,60,0.300000011920929,13,2,,,"P13009-002","P13009-004","P13009-005",1,4,1,1,2,2,13,2,,1,2272.64404296875
"H13010-04-01",1,10,10,3,10,12,14,14,6,6,60,0.100000001490116,10,2,,,"P13010-008","P13010-009","P13010-011",2,4,1,1,1,2,13,1,2,1,2272.64404296875
"H13102-04-01",1,10,10,2,10,12,14,14,2,45,8,1.20000004768372,4,1,2,5000,"P13102-002","P13102-001",,1,4,1,1,1,1,15,2,,1,1136.32202148438
"H13102-04-02",3,16,10,1,15,16,14,14,2,10,3,0.200000002980232,2,1,2,5000,"P13102-003","P13102-008",,1,4,1,1,1,2,15,2,,1,1136.32202148438
"H13103-04-01",1,10,10,2,10,12,13,14,6,8,20,0.200000002980232,10,1,2,1000,"P13103-005","P13103-013","P13103-004",1,4,1,1,2,2,13,2,,1,2272.64404296875
"H13104-04-01",2,16,10,2,15,12,14,14,6,8,1,0.300000011920929,20,1,1,1000,"P13104-013","P13104-003","P13104-014",2,4,1,1,1,2,15,2,,1,2272.64404296875
"H13105-04-01",1,10,10,3,10,12,14,14,2,30,8,1.10000002384186,10,1,2,5000,"P13105-001","P13105-004","P13105-006",1,4,1,1,1,2,15,2,,1,1136.32202148438
"H13105-04-02",3,10,10,1,10,11,13,14,6,20,6,1,6,1,2,5000,"P13105-008","P13105-003","Z02",2,4,1,1,1,5,12,1,1,1,1136.32202148438
"H13106-04-01",1,10,10,4,10,12,14,14,6,15,20,1.5,20,1,2,7000,"P13106-014","P13106-002","P13106-007",1,4,1,1,2,2,12,2,,1,2272.64404296875
"H13107-04-02",3,10,10,3,10,12,13,14,6,10,5,0.5,20,2,,,"P13107-003","P13107-020","P13107-021",1,4,1,2,2,2,15,1,1,1,757.547973632813
"H13107-04-03",1,16,10,1,15,12,14,14,6,10,10,0.300000011920929,5,2,,,"P13107-012","P13107-028",,1,4,1,1,1,3,17,,,,757.547973632813
"H13107-04-04",1,16,10,1,15,12,14,14,6,30,20,1.5,5,2,,,"P13107-009",,,1,4,1,1,3,2,15,2,,1,757.547973632813
"H13108-04-01",1,10,10,4,10,14,14,14,96,10,2,0.5,30,2,,,"P13108-003","P13108-011","P13108-005",1,4,1,1,2,5,13,2,,1,1136.32202148438
"H13108-04-02",3,16,10,1,15,16,14,14,6,2,5,0.100000001490116,5,2,,,"P13108-002",,,1,4,1,1,2,5,13,2,,1,1136.32202148438
"H13109-04-01",2,10,10,4,10,12,14,14,6,10,5,0.5,10,2,,,"P13109-009","P13109-008",,1,4,1,1,1,2,15,2,,1,2272.64404296875
"H13111-04-01",1,10,10,1,10,12,14,14,6,10,30,0.5,5,1,2,417,"P13111-001",,,1,4,1,1,1,2,13,2,,1,2272.64404296875
"H13202-04-01",1,10,10,2,10,12,13,14,6,10,30,0.200000002980232,20,2,,,"P13202-003","P13202-004",,1,4,1,1,1,8,13,2,,1,2272.64404296875
"H13203-04-01",2,10,10,2,10,12,14,14,2,15,2,0.800000011920929,5,1,1,1500,"P13203-003","P13203-004","Z04",2,3,1,1,1,2,15,2,,1,2272.64404296875
"H13204-04-01",1,10,10,3,10,12,10,14,6,20,2,0.699999988079071,5,1,2,1000,"P13204-005","P13204-003","P13204-004",1,4,1,1,2,1,13,2,,1,2272.64404296875
"H13205-04-02",2,10,10,3,10,12,14,14,2,30,5,0.899999976158142,7,1,2,5000,"P13205-015","P13205-011","P13205-016",1,4,1,1,1,2,13,1,1,1,757.547973632813
"H13205-04-04",3,10,10,1,10,14,14,14,6,30,8,1.89999997615814,5,1,2,4000,"P13205-008","P13205-019",,1,2,1,1,3,1,13,2,,1,757.547973632813
"H13207-04-01",2,15,16,1,10,12,13,15,,30,5,1,2,1,8,18000,"P13207-006",,,1,4,2,1,,1,13,1,9,1,2272.64404296875
"H13208-04-01",1,10,10,3,10,12,13,14,6,2,1,0.100000001490116,10,2,,,"P13208-002","P13208-004","P13208-003",1,4,1,1,1,5,12,2,,1,1136.32202148438
"H13208-04-02",1,10,12,1,10,13,14,21,,,,,1,2,,,,,,1,4,2,2,,5,13,2,,1,1136.32202148438
"H13209-04-01",1,10,10,2,10,11,10,14,1,30,2,0.5,5,1,2,3000,"P13209-008","P13209-002",,1,4,1,1,1,2,13,2,,2,2272.64404296875
"H13210-04-01",1,10,10,3,10,12,13,14,6,20,10,0.5,20,1,2,5000,"P13210-003","P13210-004","P13210-008",1,2,2,1,2,5,11,2,,3,2272.64404296875
"H13303-04-01",1,16,10,2,15,16,14,14,6,30,30,0.5,10,2,,,"P13303-008","P13303-005","P13303-007",1,4,1,1,2,5,17,,,,2272.6435546875
"H13306-04-01",3,10,10,3,10,12,14,14,6,10,10,0.300000011920929,20,2,,,"P13306-003","P13306-007","P13306-004",1,4,1,1,2,2,15,2,,1,2272.6435546875
"H13307-04-01",2,10,16,1,10,12,14,14,6,120,30,2,10,2,,,"P13307-016",,,1,4,1,1,9,1,13,1,1,1,1136.32177734375
"H13307-04-02",3,16,12,1,15,16,14,14,6,50,10,1,3,2,,,"P13307-002",,,1,4,1,1,9,5,13,1,3,1,1136.32177734375
"H13308-04-01",1,16,10,1,15,16,14,14,6,30,40,1,6,2,,,"P13308-002","P13308-006",,1,4,1,1,2,5,13,2,,1,2272.6435546875
"H13309-04-01",1,10,10,2,10,12,14,14,6,60,30,2,6,2,,,"P13309-002","P13309-006",,1,4,1,1,2,1,12,2,,1,2272.6435546875
"H13310-04-01",1,10,10,6,10,12,13,14,6,40,25,0.800000011920929,20,2,,,"P13310-102","P13310-032","P13310-030",1,4,1,1,2,5,13,2,,1,324.663391113281
"H13310-04-02",1,10,10,3,10,12,14,14,6,19,7,1.29999995231628,4,1,2,1000,"P13310-017",,,2,4,1,1,2,1,13,2,,1,324.663391113281
"H13310-04-03",2,16,10,1,15,14,14,14,6,20,6,1,5,1,2,2000,"P13310-008",,,2,4,1,1,2,1,13,1,1,1,324.663391113281
"H13310-04-04",1,10,10,4,10,12,13,14,6,12,2,0.100000001490116,4,1,2,5000,"P13310-005","P13310-097","P13310-010",1,4,1,1,1,5,11,2,,1,324.663391113281
"H13310-04-05",2,10,10,3,10,12,14,14,1,120,7,2,6,2,,,"P13310-031",,,1,4,1,1,2,1,11,2,,1,324.663391113281
"H13310-04-06",1,16,10,2,15,16,14,14,6,30,40,0.699999988079071,10,1,2,,"P13310-079","P13310-080","P13310-081",1,4,1,1,2,2,13,2,,1,324.663391113281
"H13310-04-07",3,16,10,1,15,14,14,14,6,10,8,0.400000005960464,5,2,,,"P13310-075",,,1,4,1,1,2,2,13,2,,1,324.663391113281
"H13311-04-01",1,10,10,1,10,14,14,14,6,5,5,0.100000001490116,5,2,,,"P13311-002",,,1,4,1,1,1,5,13,2,,1,2272.6435546875
"H14001-04-01",1,16,10,4,15,14,14,14,96,30,10,0.5,40,1,2,1000,"P14001-002","P14001-007","P14001-005",1,4,1,1,2,2,13,1,1,1,2935.46557617188
"H14002-04-01",1,16,10,3,15,14,14,14,2,10,10,1,8,1,2,1000,"P14002-004","P14002-005","P14002-006",2,4,1,1,2,2,13,2,,1,2935.46557617188
"H14003-04-01",1,16,10,3,15,14,14,14,1,40,8,0.5,10,1,2,1000,"P14003-001","P14003-003","P14003-010",2,4,1,1,2,2,15,2,,1,978.488586425781
"H14003-04-02",1,16,10,2,15,14,14,14,4,30,8,0.5,10,1,2,500,"P14003-001","P14003-021","P14003-022",1,1,1,1,1,1,13,2,,1,978.488586425781
"H14003-04-03",2,16,16,1,15,14,14,14,96,5,5,0.300000011920929,5,1,2,1000,"P14003-013","P14003-002",,1,4,1,1,2,2,13,1,1,1,978.488586425781
"H14004-04-01",1,16,10,2,15,14,14,14,5,10,10,0.5,10,1,2,1000,"P14004-005","P14004-006","P14004-002",9,4,1,1,2,2,13,1,2,1,978.488586425781
"H14004-04-02",1,16,10,1,15,14,14,14,5,10,5,0.5,10,1,2,1000,"P14004-004","P14004-016",,1,4,1,1,2,5,13,1,2,1,978.488586425781
"H14004-04-03",1,16,10,2,15,14,14,14,1,30,6,0.5,15,1,2,1000,"P14004-003","P14004-008","P14004-009",1,4,1,1,2,1,13,1,1,1,978.488586425781
"H14005-04-01",1,16,10,2,15,14,14,14,1,30,5,1,5,1,2,500,"P14005-003","P14005-002",,1,4,1,1,2,1,17,,,,2935.46557617188
"H14006-04-01",1,16,10,3,15,14,14,14,2,30,8,0.300000011920929,10,1,2,500,"P14006-002","P14006-006","P14006-005",1,4,1,1,1,2,15,2,,1,1467.73278808594
"H14006-04-02",2,16,10,2,15,14,14,14,1,30,8,0.200000002980232,10,1,2,3000,"P14006-003","P14006-003","P14006-009",1,4,1,1,2,1,17,,,,1467.73278808594
"H14007-04-01",1,10,10,5,10,12,13,14,96,10,5,0.5,30,1,2,1000,"P14007-002","P14007-004","P14007-012",1,4,1,1,2,2,12,2,,1,2935.46557617188
"H14008-04-01",1,16,10,3,15,14,14,14,6,20,10,0.400000005960464,5,2,,,"P14008-010","P14008-002",,1,4,1,1,2,2,17,,,,1467.73278808594
"H14008-04-02",2,16,10,2,15,14,14,14,6,20,10,0.5,4,2,,,"P14008-006","P14008-005",,1,4,1,1,2,2,17,,,,1467.73278808594
"H14009-04-01",1,16,10,2,15,14,14,17,4,60,0,1,60,2,,,"P14009-003","P14009-009","P14009-010",2,4,1,1,3,1,17,,,,2935.46557617188
"H14010-04-01",1,10,10,11,10,12,13,14,96,3,2,0.200000002980232,20,2,,,"P14010-007","P14010-005","P14010-008",2,4,1,1,2,5,12,2,,1,2935.46557617188
"H14101-04-01",1,10,10,3,10,12,13,11,,,,,6,1,1,12000,,,,9,2,1,1,,5,12,2,,2,2935.46557617188
"H14104-04-01",1,16,10,1,15,14,14,15,,50,8,0.800000011920929,5,2,,,"P14104-001","P14104-002","P14104-008",1,8,1,1,,2,13,1,2,3,1467.73278808594
"H14104-04-02",1,11,16,1,10,11,13,14,6,20,8,0.5,5,1,8,15000,"Z03",,,1,8,2,1,2,1,12,1,7,1,1467.73278808594
"H14106-04-01",1,10,16,4,10,11,13,14,6,40,20,0.200000002980232,5,1,2,2000,"P14106-001","P14106-004","P14106-008",1,2,1,1,2,2,12,2,,1,2935.46557617188
"H14109-04-01",1,10,11,2,10,10,13,14,6,10,10,0.100000001490116,3,2,,,"P14109-015","P14109-033",,1,2,1,1,2,1,12,2,,1,978.488586425781
"H14109-04-03",1,11,16,2,10,12,13,10,,,,,4,1,1,12000,,,,2,2,2,1,,8,12,1,2,1,978.488586425781
"H14109-04-04",1,10,10,5,10,12,13,14,6,10,5,1,10,1,2,1000,"P14109-006","P14109-047","P14109-001",1,4,1,1,2,1,12,2,,1,978.488586425781
"H14110-04-01",1,11,10,4,10,13,13,11,,,,,10,1,1,30000,,,,2,8,1,1,,3,12,1,1,2,2935.46557617188
"H14111-04-01",1,11,10,5,10,12,13,11,,,,,5,1,1,20000,,,,2,4,1,1,,8,11,2,,2,2935.46557617188
"H14201-04-01",1,16,10,2,15,14,14,14,6,30,8,0.25,5,2,,,"P14201-002","P14201-003","P14201-004",2,4,1,1,3,1,13,2,,3,2935.46557617188
"H14202-04-01",1,10,10,1,10,14,14,15,,45,5,1.5,4,2,,,"P14202-004","P14202-005","Z02",1,4,2,1,,1,14,2,,1,2935.46557617188
"H14203-04-01",1,10,10,2,10,12,13,14,6,40,30,1,8,2,,,"P14203-002","P14203-003","P14203-004",1,3,1,1,2,1,12,2,,2,2935.46557617188
"H14206-04-01",1,10,10,3,10,12,14,14,6,20,20,0.800000011920929,10,2,,,"P14206-002","P14206-004","P14206-005",1,4,1,1,2,2,14,2,,2,2935.46557617188
"H14207-04-01",1,10,10,3,10,12,14,15,,30,10,0.5,10,2,,,"P14207-002","P14207-006","P14207-007",2,4,1,1,,2,12,2,,1,978.488586425781
"H14207-04-02",3,15,16,1,10,12,10,18,,,,,4,1,1,30000,"Z03",,,9,8,1,1,,1,12,1,1,2,978.488586425781
"H14207-04-03",3,10,10,3,10,12,10,15,,40,10,1,5,2,,,"P14207-020","P14207-018","P14207-005",2,4,1,1,,1,13,2,,2,978.488586425781
"H14208-04-01",1,16,10,1,15,13,14,14,6,40,8,0.200000002980232,20,1,2,5000,"P14208-003","P14208-004","P14208-006",1,4,1,1,1,2,13,2,,3,2935.46557617188
"H14209-04-01",1,11,10,3,10,12,13,15,,60,20,1,10,2,,,"P14209-002","P14209-003","P14209-004",1,8,1,1,,1,12,2,,3,2935.46557617188
"H14210-04-01",1,11,10,2,10,12,13,16,6,30,10,1,20,2,,,"P14210-004","P14210-006","P14210-002",2,2,1,1,2,1,15,2,,2,2935.46557617188
"H14301-04-01",2,16,10,2,15,14,14,16,6,60,0,1,5,2,,,"P14301-001","P14301-003","P14301-004",2,4,1,1,2,5,12,1,2,3,1467.73278808594
"H14301-04-02",3,16,10,2,15,14,14,15,,10,0,0.200000002980232,5,2,,,"P14301-008","P14301-011","P14301-009",1,3,1,1,,5,12,2,,3,1467.73278808594
"H14302-04-01",1,16,10,3,15,14,14,15,,40,5,0.800000011920929,15,2,,,"P14302-002","P14302-003","P14302-004",1,4,1,1,,2,12,2,,3,733.866394042969
"H14302-04-02",1,16,10,1,15,14,14,15,,30,5,1.60000002384186,5,2,,,"P14302-010","P14302-011",,1,3,1,1,,2,13,2,,2,733.866394042969
"H14302-04-03",3,16,10,1,15,14,14,14,96,10,5,0.5,10,1,2,1000,"P14302-005","P14302-034",,1,4,2,1,1,2,13,2,,1,733.866394042969
"H14302-04-04",1,16,10,4,15,14,14,14,96,6,2,0.25,40,1,2,2000,"P14302-026","P14302-019","P14302-029",1,4,1,1,1,5,13,1,3,1,733.866394042969
"H14303-04-01",1,16,10,3,15,14,14,14,96,15,30,0.5,20,1,2,3000,"P14303-002","P14303-005","P14303-011",1,4,1,1,2,2,12,2,,1,2935.46557617188
"H14304-04-01",1,16,10,1,15,14,14,15,,40,0,1.5,4,2,,,"P14304-010","Z01","Z02",1,1,1,1,,1,12,2,,2,733.866394042969
"H14304-04-02",1,16,10,1,15,12,14,15,,60,0,2,8,2,,,"P14304-001","P14304-002",,1,3,1,1,,1,12,2,,1,733.866394042969
"H14304-04-03",3,16,14,2,10,17,13,11,,,,,8,1,1,10000,,,,1,8,1,1,,5,12,1,2,1,733.866394042969
"H14304-04-04",3,10,10,4,10,12,13,14,6,20,0,0.400000005960464,10,2,,,"P14304-011","P14304-021","P14304-020",1,4,1,1,2,5,12,2,,1,733.866394042969
"H14305-04-01",1,10,10,3,10,12,10,15,,40,5,2,15,1,2,500,"P14305-002","P14305-010","P14305-005",1,4,1,1,,2,12,2,,3,2935.46557617188
"H14306-04-01",1,10,10,3,10,13,14,14,1,15,8,1,20,1,2,2000,"P14306-002","P14306-007","P14306-008",1,4,1,1,1,2,13,2,,2,1467.73278808594
"H14306-04-02",2,10,11,2,10,12,14,14,96,20,10,1.60000002384186,10,1,2,1000,"P14306-014","P14306-003",,1,4,1,1,2,2,12,2,,1,1467.73278808594
"H14307-04-01",1,10,10,3,10,12,10,15,,30,4,0.5,5,1,1,1500,"P14307-002","P14307-004","P14307-005",1,4,1,1,,2,12,1,0,3,2935.46557617188
"H14308-04-01",1,10,10,7,10,12,13,15,,30,10,0.5,20,2,,,"P14308-002","P14308-004","P14308-023",1,4,1,1,,2,15,1,1,3,1467.73278808594
"H14308-04-02",2,16,10,2,15,14,14,15,,20,5,0.200000002980232,10,2,,,"P14308-007","P14308-008","P14308-010",1,4,1,1,,2,17,,,,1467.73278808594
"H14309-04-01",1,11,10,4,10,13,14,14,1,20,8,0.5,20,1,2,2000,"P14309-036","P14309-005","P14309-002",1,4,1,1,1,1,13,2,,3,587.093139648438
"H14309-04-02",1,16,10,1,15,14,14,14,1,40,8,0.800000011920929,20,1,2,2000,"P14309-018",,,1,4,1,1,1,2,13,2,,1,587.093139648438
"H14309-04-03",2,16,10,1,15,14,14,14,1,30,8,0.5,20,1,2,2000,"P14309-031",,,1,4,1,1,1,1,13,2,,1,587.093139648438
"H14309-04-04",1,16,10,2,15,14,14,15,,60,8,1,10,2,,,"P14309-022","P14309-023","P14309-024",2,8,1,2,,3,14,1,2,1,587.093139648438
"H14309-04-05",1,16,10,3,15,14,14,14,96,15,10,0.600000023841858,5,1,2,2000,"P14309-012","P14309-013","P14309-014",1,2,1,1,2,5,13,2,,2,587.093139648438
"H14310-04-01",1,16,10,3,15,14,14,14,2,40,8,0.699999988079071,20,1,2,2000,"P14310-002","P14310-003","P14310-004",1,4,1,1,1,2,13,2,,3,2935.46557617188
"H14401-04-01",,16,10,2,15,14,14,14,1,60,30,3,10,2,,,"P14401-003","P14401-003","P14401-003",1,4,1,1,2,2,17,,,,2935.46557617188
"H14402-04-01",1,16,10,1,15,14,14,14,1,30,15,1,4,2,,,"P14402-001","P14402-002","Z04",1,4,1,1,2,2,17,,,,1467.73278808594
"H14402-04-02",1,16,10,2,15,14,14,14,5,10,5,0.5,10,1,2,1000,"P14402-004","P14402-005","P14402-009",1,4,1,1,2,2,13,2,,1,1467.73278808594
"H14403-04-01",1,16,10,2,15,14,14,14,6,30,8,0.100000001490116,5,1,2,2000,"P14403-002","P14403-001","P14403-006",1,2,1,1,2,1,15,2,,2,2935.46557617188
"H14404-04-01",1,16,10,1,15,14,14,14,5,30,15,0.800000011920929,3,1,2,2000,"P14404-011",,,1,4,1,1,2,2,14,2,,1,978.488586425781
"H14404-04-02",1,16,10,1,15,14,14,14,6,30,20,0.699999988079071,5,2,,,"P14404-012","Z01","Z02",1,4,1,1,2,5,13,2,,1,978.488586425781
"H14404-04-03",1,16,10,1,15,14,14,14,6,30,20,0.699999988079071,5,1,2,2000,"P14404-007",,,1,4,1,1,2,5,12,2,,1,978.488586425781
"H14405-04-01",1,16,10,3,15,14,14,14,6,30,8,0.400000005960464,20,1,2,2000,"P14405-002","P14405-003","P14405-007",1,4,1,1,2,2,15,2,,1,2935.46557617188
"H14406-04-01",1,16,10,6,15,14,14,12,6,120,60,1.60000002384186,10,1,2,2000,"P14406-002","P14406-011","P14406-006",1,8,1,1,2,1,15,2,,1,2935.46557617188
"H14407-04-01",1,16,10,3,15,14,14,14,6,30,5,1,5,1,2,2000,"P14407-006",,,1,4,1,1,2,1,17,,,,1467.73278808594
"H14407-04-02",1,16,10,1,15,14,14,14,6,60,5,1,5,1,2,2000,"P14407-003",,,1,4,1,1,2,2,17,,,,1467.73278808594
"H14408-04-01",1,16,10,1,15,14,14,14,1,60,8,3.20000004768372,10,1,2,2000,"P14408-002",,,1,4,1,1,2,1,15,1,1,1,2935.46557617188
"H14409-04-01",2,16,10,3,15,14,14,14,6,60,10,1.5,10,2,,,"P14409-003","P14409-004",,1,3,1,1,2,2,12,1,1,1,2935.46557617188
"H14410-04-02",1,16,10,4,15,14,14,14,1,30,5,1.60000002384186,10,1,2,2000,"P14410-003","P14410-004","P14410-001",1,3,1,1,1,1,12,2,,2,2935.46557617188
"H14601-04-01",1,15,16,1,10,11,13,10,,,,,1,1,1,7000,,,,9,2,2,1,,5,11,1,2,1,2935.46557617188
"H14606-04-01",2,15,16,1,10,11,13,10,,,,,4,1,1,10000,,,,2,2,2,1,,5,12,2,,1,2935.46557617188
"H14612-04-01",1,15,15,4,10,12,13,11,,,,,10,1,1,25000,,,,2,2,2,1,,5,10,2,,1,2935.46557617188
"H14801-04-01",1,15,16,1,10,16,14,14,6,10,10,0.300000011920929,1.5,2,,,"P14801-001",,,1,4,2,2,1,5,13,1,12,1,1467.73278808594
"H14801-04-02",2,10,10,2,96,16,14,15,,25,5,0.400000005960464,3,2,,,"P14801-002","P14801-005","P14801-006",9,4,2,2,,8,17,,,,1467.73278808594
"H14802-04-01",1,10,10,4,10,16,14,14,6,30,1,0.400000005960464,6,2,,,"P14802-002","P14802-005","P14802-014",1,4,1,1,1,2,15,2,,1,2935.46557617188
"H14803-04-01",1,10,10,2,10,16,14,14,6,20,5,0.600000023841858,5,2,,,"P14803-002","P14803-004","P14803-003",1,4,1,1,2,5,13,2,,1,2935.46557617188
"H14804-04-01",2,10,10,2,10,16,14,14,1,10,7,1,5,2,,,"P14804-003","P14804-004","P14804-004",2,2,2,1,9,2,13,2,,2,2935.46557617188
"H14805-04-01",1,10,10,2,10,96,14,15,,30,10,3,5,2,,,"P14805-002","P14805-003","P14805-004",1,4,1,1,,1,15,2,,1,2935.46557617188
"H14806-04-01",1,10,10,1,96,16,14,14,6,30,2,0.5,5,2,,,"P14806-008","P14806-011","P14806-020",9,4,2,2,1,5,13,2,,1,978.488464355469
"H14806-04-02",1,10,10,1,10,16,14,14,6,15,1,0.25,0,2,,,"P14806-004","P14806-005","P14806-018",1,4,1,1,1,5,13,2,,1,978.488464355469
"H14806-04-03",1,10,10,3,10,16,14,14,1,20,1,0.5,5,2,,,"P14806-012","P14806-021","P14806-017",2,4,1,1,1,1,13,2,,1,978.488464355469
"H14807-04-01",1,10,10,4,10,16,14,14,1,5,5,0.100000001490116,10,2,,,"P14807-002","P14807-005","P14807-004",1,4,2,2,1,5,13,1,2,1,1467.73278808594
"H14807-04-02",3,10,10,1,96,16,14,14,6,15,20,0.300000011920929,3,2,,,"P14807-003",,,1,4,2,2,1,2,13,1,1,1,1467.73278808594
"H14808-04-01",1,10,10,3,10,16,14,14,5,15,3,0.25,2,2,,,"P14808-002","P14808-005","P14808-006",1,4,1,1,1,5,13,2,,1,1467.73278808594
"H14808-04-02",3,10,10,1,10,16,14,15,,6,2,0.100000001490116,2,2,,,"P14808-003","P14808-003",,2,4,1,1,,5,13,2,,1,1467.73278808594
