"HHID","ACrop2_ID","parcelID","plotID","cropID","cropID_other","a4bq6_1","a4bq7","a4bq8","a4bq9","a4bq9_1","a4bq9_2","a4bq16","a4bq11a","a4bq11b","a4bq12a","a4bq12b","a4bq13","a4bq14","a4bq10","a4bq15","hh","wgt_X"
181040404,2,3,2,330,,18104005,2,1,,9,14,1,1,1,,,2,1,1,22500,"H18104-04-04",551.207580566406
181060401,1,1,1,221,,18106005,0.860000014305115,1,,9,14,1,10,99,,,1,,1,4000,"H18106-04-01",2204.83032226563
181060401,2,3,2,340,,18106005,0.519999980926514,1,,8,14,1,3,99,,,1,,1,3600,"H18106-04-01",2204.83032226563
181070401,1,1,1,221,,18107001,0.400000005960464,1,,10,14,1,10,99,,,1,,1,7000,"H18107-04-01",2204.83032226563
181080401,1,1,1,150,,18108001,2.20000004768372,1,,9,14,1,10,1,,,1,,1,16000,"H18108-04-01",2204.83032226563
181090401,1,1,1,221,,18109001,0.400000005960464,1,,9,14,1,6,1,,,1,,2,,"H18109-04-01",2204.83032226563
181090401,2,3,2,150,,18109002,1,1,,10,14,1,25,11,,,2,2,1,25000,"H18109-04-01",2204.83032226563
181100401,1,1,,,,,,,,,,,,,,,,,,,"H18110-04-01",2204.83032226563
181100401,2,2,,,,,,,,,,,,,,,,,,,"H18110-04-01",2204.83032226563
182020404,1,1,1,340,,18202001,1,1,,8,14,1,10,1,,,1,,1,36000,"H18202-04-04",367.4716796875
182020405,1,2,1,130,,18202025,0.75,1,,8,14,1,5,1,,,1,,2,,"H18202-04-05",367.4716796875
182020405,2,2,2,330,,18202025,0.75,1,,9,14,1,1,1,,,2,2,1,16500,"H18202-04-05",367.4716796875
182020406,1,1,1,150,,18202028,1.5,1,,5,14,2,,,,,,,,,"H18202-04-06",367.4716796875
182020406,2,1,2,340,,18202003,1,1,,8,14,1,2,1,,,1,,1,9000,"H18202-04-06",367.4716796875
182030401,1,1,1,630,,18203001,0.25,1,,3,14,2,,,,,,,,,"H18203-04-01",2204.83032226563
182030401,2,2,2,630,,18203001,0.25,1,,3,14,2,,,,,,,,,"H18203-04-01",2204.83032226563
182030401,3,2,3,340,,18203001,1.45000004768372,1,,8,14,1,8,1,,,1,,1,36000,"H18203-04-01",2204.83032226563
182040401,2,1,1,210,,18204001,0.75,2,40,8,14,1,5,1,10,1,1,,1,7500,"H18204-04-01",1102.41516113281
182040401,1,1,1,630,,18204001,0.75,2,60,3,14,2,,,,,,,,,"H18204-04-01",1102.41516113281
182040402,1,1,1,630,,18204003,0.349999994039536,1,,3,14,2,,,,,,,,,"H18204-04-02",1102.41516113281
182040402,2,1,2,150,,18204003,0.5,1,,8,14,1,1.5,1,,,1,,1,600,"H18204-04-02",1102.41516113281
182050401,1,1,1,520,,18205001,1.29999995231628,1,,7,14,1,2,1,,,1,,1,6000,"H18205-04-01",1102.41516113281
182050401,2,2,2,130,,18205001,0.600000023841858,1,,8,14,1,3,1,,,2,1,1,2400,"H18205-04-01",1102.41516113281
182050402,1,2,1,130,,18205003,1,1,,7,14,1,5,1,,,1,,1,3000,"H18205-04-02",1102.41516113281
182060401,1,3,1,221,,18206002,1,1,,9,14,1,10,99,,,1,,1,4000,"H18206-04-01",1102.41516113281
182060401,2,4,2,340,,18206002,1,1,,7,14,1,11,99,,,1,,2,,"H18206-04-01",1102.41516113281
182060402,1,1,1,330,,18206015,2,1,,8,14,1,1,22,,,1,,2,,"H18206-04-02",1102.41516113281
182060402,2,2,2,330,,18206015,2,1,,8,14,1,6,1,,,2,1,1,60000,"H18206-04-02",1102.41516113281
182070401,1,1,1,320,,18207002,2,2,50,8,14,1,2,22,2.5,22,1,,2,,"H18207-04-01",1102.41516113281
182070401,2,1,1,130,,18207002,2,2,50,8,14,1,20,99,45,99,1,,2,,"H18207-04-01",1102.41516113281
182070401,3,2,2,340,,18207002,2,1,,8,14,1,20,99,,,1,,1,30000,"H18207-04-01",1102.41516113281
182070401,4,3,3,221,,18207002,1.5,2,50,8,14,1,22,99,30,99,1,,1,22000,"H18207-04-01",1102.41516113281
182070401,5,3,3,130,,18207002,1.5,2,50,8,14,1,,,,,,,,,"H18207-04-01",1102.41516113281
182070402,1,1,1,630,,18207009,0.5,1,,3,14,2,,,,,,,,,"H18207-04-02",1102.41516113281
182070402,2,1,2,330,,18207009,1.5,1,,9,14,1,2,1,,,1,,2,,"H18207-04-02",1102.41516113281
182090401,1,1,1,150,,18209002,2,1,,7,14,1,15,99,,,1,,1,4500,"H18209-04-01",1102.41516113281
182090401,2,2,2,130,,18209001,1,1,,8,14,1,15,99,,,1,,1,6000,"H18209-04-01",1102.41516113281
182090402,1,1,1,130,,18209008,0.5,1,,8,14,1,3,99,,,1,,2,,"H18209-04-02",1102.41516113281
182090402,2,3,2,340,,18209008,0.5,1,,8,14,1,21,99,,,1,,1,25000,"H18209-04-02",1102.41516113281
182100401,1,2,1,340,,18210001,1,1,,8,14,1,5,1,,,1,,2,,"H18210-04-01",440.966064453125
182100401,2,4,2,630,,18210001,1,1,,4,14,2,,,,,,,,,"H18210-04-01",440.966064453125
182100401,3,4,3,210,,18210001,1,1,,7,14,1,15,1,,,1,,2,,"H18210-04-01",440.966064453125
182100402,1,1,1,340,,18210010,3.5,1,,7,14,1,5,1,,,1,,2,,"H18210-04-02",440.966064453125
182100402,2,1,2,340,,18210010,3.5,1,,8,14,1,5,1,,,1,,2,,"H18210-04-02",440.966064453125
182100402,3,1,3,340,,18210010,2.5,1,,8,14,1,6.5,1,,,1,,2,,"H18210-04-02",440.966064453125
182100402,4,4,4,630,,18210010,1.14999997615814,1,,3,14,2,,,,,,,,,"H18210-04-02",440.966064453125
182100402,5,5,5,130,,18210010,1.5,1,,8,14,1,8,1,,,1,,1,4600,"H18210-04-02",440.966064453125
182100403,1,1,1,340,,18210030,1,1,,8,14,1,2,1,,,1,,2,,"H18210-04-03",440.966064453125
182100403,2,2,2,630,,18210030,0.75,1,,3,14,2,,,,,,,,,"H18210-04-03",440.966064453125
182100403,3,3,3,330,,18210030,0.75,1,,9,14,1,2,1,,,1,,2,,"H18210-04-03",440.966064453125
182100403,4,4,4,340,,18210030,0.5,1,,8,14,1,3,1,,,1,,2,,"H18210-04-03",440.966064453125
182100405,1,2,1,340,,18210019,1,1,,8,14,1,2,1,,,1,,1,8000,"H18210-04-05",440.966064453125
183010401,1,1,1,630,,18301016,0.5,1,,5,14,2,,,,,,,,,"H18301-04-01",314.975738525391
183010401,2,1,2,340,,18301016,0.5,1,,7,14,1,3,1,,,1,,1,15000,"H18301-04-01",314.975738525391
183010401,3,2,3,340,,18301016,0.649999976158142,1,,8,14,1,3,1,,,1,,1,14500,"H18301-04-01",314.975738525391
183010402,1,1,1,130,,18301001,0.5,1,,8,14,1,3,1,,,1,,2,,"H18301-04-02",314.975738525391
183010402,2,2,2,630,,18301001,0.25,1,,3,14,2,,,,,,,,,"H18301-04-02",314.975738525391
183010402,3,4,3,210,,18301001,0.349999994039536,1,,7,14,1,8,1,,,1,,1,19200,"H18301-04-02",314.975738525391
183010403,1,1,1,150,,18301025,0.100000001490116,1,,8,14,1,2,1,,,2,2,1,6000,"H18301-04-03",314.975738525391
183010403,2,1,2,330,,18301025,0.349999994039536,1,,8,14,1,1,1,,,2,1,1,6250,"H18301-04-03",314.975738525391
183010403,3,2,3,150,,18301025,0.349999994039536,1,,8,14,1,3,1,,,2,2,1,9000,"H18301-04-03",314.975738525391
183010403,4,3,4,630,,18301025,0.449999988079071,1,,3,14,2,,,,,,,,,"H18301-04-03",314.975738525391
183010403,5,4,5,330,,18301025,0.200000002980232,1,,8,14,1,1,1,,,2,1,1,6250,"H18301-04-03",314.975738525391
183010403,6,4,6,340,,18301025,0.349999994039536,1,,8,14,1,2,1,,,1,,2,,"H18301-04-03",314.975738525391
183010404,1,1,1,330,,18301004,0.75,1,,8,14,1,2,1,,,2,1,1,33000,"H18301-04-04",314.975738525391
183010404,2,2,2,630,,18301004,1,1,,3,14,2,,,,,,,,,"H18301-04-04",314.975738525391
183010405,1,1,1,630,,18301023,0.75,1,,3,14,2,,,,,,,,,"H18301-04-05",314.975738525391
183010405,2,1,2,520,,18301023,0.75,1,,7,14,1,3,1,,,2,2,1,3000,"H18301-04-05",314.975738525391
183010405,3,1,3,340,,18301023,0.5,1,,7,14,1,2,1,,,1,,1,4800,"H18301-04-05",314.975738525391
183010406,1,1,1,630,,18301024,0.75,1,,3,14,2,,,,,,,,,"H18301-04-06",314.975738525391
183010406,2,1,2,330,,18301024,2,1,,8,14,1,1,1,,,2,1,1,25000,"H18301-04-06",314.975738525391
183010406,3,1,3,130,,18301024,0.5,1,,8,14,1,5,1,,,1,,2,,"H18301-04-06",314.975738525391
183030401,1,2,1,330,,18303002,0.5,1,,8,14,1,2,1,,,2,1,1,16500,"H18303-04-01",2204.83032226563
183050401,1,1,1,340,,18305004,1.0900000333786,1,,7,14,1,1,22,,,1,,1,37500,"H18305-04-01",2204.83032226563
183050401,3,2,2,221,,18305004,1.5,2,50,8,14,1,8,99,9,99,1,,1,4000,"H18305-04-01",2204.83032226563
183050401,2,2,2,130,,18305004,1.5,2,50,8,14,1,5,99,5,99,1,,2,,"H18305-04-01",2204.83032226563
183060401,1,1,1,221,,18306001,0.200000002980232,1,,8,14,1,2,1,,,1,,2,,"H18306-04-01",2204.83032226563
183060401,2,2,2,630,,18306001,0.349999994039536,1,,3,14,2,,,,,,,,,"H18306-04-01",2204.83032226563
183060401,3,2,3,330,,18306001,0.300000011920929,1,,8,14,1,1,1,,,2,1,1,16500,"H18306-04-01",2204.83032226563
183070401,1,1,1,210,,18307001,1,1,,10,14,1,12,1,,,1,,2,,"H18307-04-01",2204.83032226563
183070401,2,1,2,340,,18307001,3,1,,8,14,1,12,1,,,1,,2,,"H18307-04-01",2204.83032226563
183070401,3,3,3,130,,18307001,1,1,,8,14,1,3,1,,,2,2,1,3000,"H18307-04-01",2204.83032226563
183080401,1,1,1,630,,18308001,0.430000007152557,1,,3,14,2,,,,,,,,,"H18308-04-01",2204.83032226563
183080401,2,1,2,221,,18308001,0.349999994039536,1,,8,14,1,2,1,,,1,,1,2000,"H18308-04-01",2204.83032226563
183090401,1,2,1,620,,18309002,0.319999992847443,1,,7,14,2,,,,,,,,,"H18309-04-01",2204.83032226563
183090401,2,3,2,221,,18309002,0.449999988079071,1,,8,14,1,4,1,,,1,,1,5000,"H18309-04-01",2204.83032226563
183110401,1,3,1,221,,18311001,0.970000028610229,1,,9,14,1,10,99,,,1,,2,,"H18311-04-01",1102.41516113281
186010401,2,1,1,340,,18601019,1,1,,4,14,1,2,1,,,1,,2,,"H18601-04-01",551.207580566406
186010401,1,1,2,630,,18601019,1,1,,3,14,2,,,,,,,,,"H18601-04-01",551.207580566406
186010401,3,2,3,210,,18601019,2.5,1,,5,7,1,20,1,,,1,,2,,"H18601-04-01",551.207580566406
186010402,1,1,1,330,,18601005,2,1,,8,14,1,9,1,,,2,1,1,60000,"H18601-04-02",551.207580566406
186010402,2,1,2,630,,18601005,2.5,1,,3,14,2,,,,,,,,,"H18601-04-02",551.207580566406
186010402,3,1,3,330,,18601005,1.5,1,,10,14,1,12,1,,,2,1,1,80000,"H18601-04-02",551.207580566406
186010402,4,1,4,210,,18601005,4,1,,7,14,1,50,1,,,1,,1,150000,"H18601-04-02",551.207580566406
186010403,1,1,1,210,,18601026,1,1,,9,14,1,3,1,,,1,,1,4500,"H18601-04-03",551.207580566406
186010404,1,1,1,630,,18601003,0.75,1,,3,14,2,,,,,,,,,"H18601-04-04",551.207580566406
186010404,2,1,2,330,,18601003,1,1,,8,14,1,2,1,,,2,1,1,50000,"H18601-04-04",551.207580566406
186010404,3,1,3,340,,18601003,0.75,1,,8,14,1,4,1,,,1,,1,18000,"H18601-04-04",551.207580566406
186020401,1,1,1,630,,18602002,0.5,1,,5,14,2,,,,,,,,,"H18602-04-01",2204.83032226563
186020401,2,1,2,210,,18602002,0.5,1,,7,14,1,6,1,,,1,,1,14400,"H18602-04-01",2204.83032226563
186020401,3,1,4,620,,18602002,0.150000005960464,1,,8,14,1,1,12,,,1,,2,,"H18602-04-01",2204.83032226563
186020401,4,2,3,330,,18602002,0.430000007152557,1,,8,14,1,1,1,,,1,,1,16000,"H18602-04-01",2204.83032226563
186030401,1,2,1,340,,18603001,1.5,1,,8,14,1,15,99,,,1,,1,15000,"H18603-04-01",2204.83032226563
186040401,1,2,1,340,,18604001,1,1,,7,14,1,2,1,,,1,,1,12000,"H18604-04-01",2204.83032226563
186050401,1,1,1,630,,18605002,1.5,1,,3,14,2,,,,,,,,,"H18605-04-01",2204.83032226563
186050401,2,1,2,630,,18605002,1,1,,2,14,2,,,,,,,,,"H18605-04-01",2204.83032226563
186050401,3,3,3,340,,18605002,1,1,,7,14,2,,,,,,,,,"H18605-04-01",2204.83032226563
186070401,1,3,1,210,,18607001,2,1,,7,14,1,15,1,,,1,,2,,"H18607-04-01",2204.83032226563
186080401,1,2,1,340,,18608002,1.88999998569489,1,,8,14,1,10,99,,,1,,1,10000,"H18608-04-01",2204.83032226563
186090401,1,1,1,340,,18609001,1,1,,7,14,1,10,99,,,1,,1,10000,"H18609-04-01",2204.83032226563
186090401,2,2,2,210,,18609001,0.5,1,,7,14,1,1,22,,,1,,2,,"H18609-04-01",2204.83032226563
186100401,1,1,1,340,,18610001,0.800000011920929,1,,8,14,1,4,1,,,1,,2,,"H18610-04-01",2204.83032226563
187120401,1,1,1,630,,18712002,2,1,,4,14,2,,,,,,,,,"H18712-04-01",2204.83032226563
187120401,2,3,2,330,,18712002,1.5,1,,8,14,1,3,1,,,2,2,1,37500,"H18712-04-01",2204.83032226563
187120401,3,4,3,130,,18712002,1,1,,8,14,1,10,1,,,1,,1,7000,"H18712-04-01",2204.83032226563
188010401,2,1,1,310,,18801002,0.400000005960464,2,50,8,14,1,5,1,8,1,1,,2,,"H18801-04-01",1102.41516113281
188010401,1,1,1,130,,18801002,0.400000005960464,2,50,8,14,1,2,1,4,1,1,,2,,"H18801-04-01",1102.41516113281
188010402,1,1,2,210,,18801003,0.5,2,60,7,14,1,15,1,20,1,1,,1,30000,"H18801-04-02",1102.41516113281
188010402,2,1,2,520,,18801003,0.5,2,40,7,14,1,2,1,4,1,2,2,1,3000,"H18801-04-02",1102.41516113281
188020401,1,1,1,130,,18802001,1,1,,9,14,1,3,1,,,1,,2,,"H18802-04-01",2204.83032226563
188030401,1,1,1,310,,18803001,0.400000005960464,1,,9,14,1,30,99,,,1,,2,,"H18803-04-01",2204.83032226563
188040401,1,2,1,210,,18804001,0.5,1,,7,14,1,25,99,,,1,,1,32500,"H18804-04-01",2204.83032226563
188050401,1,1,1,130,,18805002,1.5,1,,8,14,1,4,1,,,2,2,1,4000,"H18805-04-01",2204.83032226563
188060401,1,1,1,630,,18806009,1.5,1,,3,14,2,,,,,,,,,"H18806-04-01",734.943481445313
188060401,2,1,2,330,,18806009,2.5,1,,8,14,1,5,1,,,2,1,1,100000,"H18806-04-01",734.943481445313
188060401,3,1,3,520,,18806009,1.5,1,,6,14,2,,,,,,,,,"H18806-04-01",734.943481445313
188060402,1,1,1,223,,18806017,0.5,1,,4,14,2,,,,,,,,,"H18806-04-02",734.943481445313
188060402,2,1,2,520,,18806017,0.5,1,,6,14,2,,,,,,,,,"H18806-04-02",734.943481445313
188060402,3,2,3,630,,18806017,2,1,,4,14,2,,,,,,,,,"H18806-04-02",734.943481445313
188060402,4,4,4,630,,18806017,1,1,,4,14,2,,,,,,,,,"H18806-04-02",734.943481445313
188060402,5,5,5,620,,18806017,0.25,1,,8,14,1,1,11,,,1,,2,,"H18806-04-02",734.943481445313
188060403,1,1,1,630,,18806001,1,1,,3,14,2,,,,,,,,,"H18806-04-03",734.943481445313
188060403,3,1,2,223,,18806001,0.5,1,,4,14,2,,,,,,,,,"H18806-04-03",734.943481445313
188060403,2,1,2,310,,18806001,0.5,1,,4,14,2,,,,,,,,,"H18806-04-03",734.943481445313
188060403,4,1,4,620,,18806001,0.349999994039536,1,,4,14,2,,,,,,,,,"H18806-04-03",734.943481445313
188060403,5,1,5,340,,18806001,0.75,1,,8,14,1,1,1,,,1,,2,,"H18806-04-03",734.943481445313
188060403,6,1,6,210,,18806001,0.5,1,,8,14,1,12,1,,,1,,2,,"H18806-04-03",734.943481445313
188070401,1,1,1,310,,18807001,1.5,1,,8,14,1,10,1,,,1,,1,60000,"H18807-04-01",1102.41516113281
188080401,1,3,1,130,,18808002,0.5,1,,7,14,1,3,99,,,1,,1,750,"H18808-04-01",734.943481445313
188080403,1,1,1,630,,18808017,0.75,1,,3,14,2,,,,,,,,,"H18808-04-03",734.943481445313
188080403,2,1,2,210,,18808017,0.25,1,,7,14,1,12,1,,,1,,1,24000,"H18808-04-03",734.943481445313
188090401,1,2,1,630,,18809001,3.5,1,,5,14,2,,,,,,,,,"H18809-04-01",2204.83032226563
188090401,2,3,2,210,,18809001,1.25,1,,7,14,1,15,1,,,1,,1,30000,"H18809-04-01",2204.83032226563
188100401,1,1,1,130,,18810001,1,1,,8,14,1,10,1,,,1,,2,,"H18810-04-01",2204.83032226563
188100401,2,1,4,520,,18810001,0.5,1,,6,14,1,2,1,,,2,2,1,6000,"H18810-04-01",2204.83032226563
188100401,3,2,2,630,,18810001,0.5,1,,3,14,2,,,,,,,,,"H18810-04-01",2204.83032226563
188100401,4,3,3,330,,18810001,0.5,1,,9,14,1,2,1,,,2,1,1,40000,"H18810-04-01",2204.83032226563
189010401,1,1,1,340,,18901001,0.449999988079071,2,90,7,14,1,0.5,1,1,,1,,1,2000,"H18901-04-01",2204.83032226563
189010401,2,1,1,330,,18901001,0.449999988079071,2,10,7,14,1,1,1,3,1,1,,2,,"H18901-04-01",2204.83032226563
189020401,1,1,1,130,,18902001,0.5,1,,8,14,1,5,1,,,1,,2,,"H18902-04-01",2204.83032226563
189020401,2,1,2,620,,18902001,0.25,1,,8,14,1,1,12,,,1,,2,,"H18902-04-01",2204.83032226563
189040401,1,1,1,340,,18904002,1,1,,8,14,1,5,1,,,1,,1,15000,"H18904-04-01",2204.83032226563
189040401,2,2,2,150,,18904002,0.5,1,,8,14,1,10,1,,,2,3,1,20000,"H18904-04-01",2204.83032226563
189070401,1,1,2,150,,18907007,0.400000005960464,1,,8,14,1,2,1,,,2,1,1,12000,"H18907-04-01",2204.83032226563
189080401,1,1,1,330,,18908001,0.349999994039536,1,,7,14,1,1,1,,,2,1,1,20000,"H18908-04-01",2204.83032226563
189080401,2,2,2,330,,18908001,4,1,,8,14,1,4,1,,,2,1,1,80000,"H18908-04-01",2204.83032226563
189080401,3,2,3,620,,18908001,0.349999994039536,1,,5,14,2,,,,,,,,,"H18908-04-01",2204.83032226563
189080401,4,3,4,630,,18908001,0.600000023841858,1,,3,14,2,,,,,,,,,"H18908-04-01",2204.83032226563
189090401,1,1,1,221,,,1,1,,9,14,1,1,1,,,1,,1,1400,"H18909-04-01",2204.83032226563
189090401,2,3,2,330,,,0.699999988079071,1,,8,14,1,2,1,,,2,2,1,12500,"H18909-04-01",2204.83032226563
189100401,1,1,1,150,,18910001,1,1,,9,14,1,10,1,,,2,1,1,20000,"H18910-04-01",2204.83032226563
189100401,2,2,2,130,,18910001,1,2,50,9,14,1,6,1,6,1,2,1,1,12000,"H18910-04-01",2204.83032226563
189100401,3,2,2,221,,18910001,1.5,2,50,9,14,1,6,99,8,99,1,,1,4800,"H18910-04-01",2204.83032226563
189100401,4,3,3,330,,18910001,2,1,,9,14,1,10,1,,,2,1,1,33000,"H18910-04-01",2204.83032226563
190010401,1,1,1,630,,19001002,1.5,1,,3,14,2,,,,,,,,,"H19001-04-01",1102.41516113281
190010401,2,1,2,141,,19001002,0.5,1,,8,14,1,2,1,,,1,,2,,"H19001-04-01",1102.41516113281
190010401,3,2,3,620,,19001002,0.5,1,,7,14,2,,,,,,,,,"H19001-04-01",1102.41516113281
190010401,4,3,4,340,,19001002,3.5,1,,7,14,1,10,1,,,1,,2,,"H19001-04-01",1102.41516113281
190010401,5,3,5,210,,19001002,0.5,1,,7,14,1,8,1,,,1,,2,,"H19001-04-01",1102.41516113281
190010402,1,1,1,742,,19001008,0.5,1,,99,1,2,,,,,,,,,"H19001-04-02",1102.41516113281
190010402,2,2,2,630,,19001008,0.5,1,,3,14,2,,,,,,,,,"H19001-04-02",1102.41516113281
190020401,1,1,1,330,,19002001,1.5,1,,9,14,1,1,1,,,2,2,1,20000,"H19002-04-01",2204.83032226563
190020401,2,3,2,330,,19002001,0.800000011920929,1,,8,14,1,0.5,1,,,2,2,1,10000,"H19002-04-01",2204.83032226563
190020401,3,4,3,330,,19002001,0.800000011920929,1,,8,14,1,0.5,1,,,2,2,1,10000,"H19002-04-01",2204.83032226563
190050401,2,1,1,130,,19005001,0.699999988079071,2,,9,14,1,4,1,6,1,1,,2,,"H19005-04-01",2204.83032226563
190050401,1,1,1,310,,19005001,0.699999988079071,2,70,9,14,1,20,1,20,1,1,,2,,"H19005-04-01",2204.83032226563
190060401,1,1,1,630,,19006003,0.300000011920929,1,,3,13,2,,,,,,,,,"H19006-04-01",2204.83032226563
190060401,2,1,2,330,,19006003,0.400000005960464,1,,9,14,1,1,1,,,2,1,1,17000,"H19006-04-01",2204.83032226563
190060401,3,2,3,330,,19006003,0.449999988079071,1,,9,14,1,0.5,1,,,2,1,1,8500,"H19006-04-01",2204.83032226563
190060401,4,3,4,630,,19006003,1,1,,3,14,2,,,,,,,,,"H19006-04-01",2204.83032226563
190060401,5,3,5,210,,19006003,0.300000011920929,1,,6,14,1,7,1,,,1,,1,9800,"H19006-04-01",2204.83032226563
190070401,1,1,1,630,,19007001,0.600000023841858,1,,4,14,2,,,,,,,,,"H19007-04-01",2204.83032226563
190080402,1,2,1,210,,19008014,1.20000004768372,1,,7,14,1,2,22,,,1,,2,,"H19008-04-02",551.207580566406
190080403,1,1,1,330,,19008004,1,1,,8,14,1,2,1,,,2,1,1,34000,"H19008-04-03",551.207580566406
190080404,1,2,1,330,,19008011,15,1,,9,14,1,1,1,,,2,2,1,17000,"H19008-04-04",551.207580566406
190080404,2,3,2,330,,19008011,1,1,,10,14,1,1.5,1,,,2,2,1,22000,"H19008-04-04",551.207580566406
190090401,1,2,1,221,,19009001,1,1,,10,14,1,6,1,,,1,,2,,"H19009-04-01",2204.83032226563
190090401,2,5,2,221,,19009002,1,1,,10,14,1,6,1,,,1,,2,,"H19009-04-01",2204.83032226563
190100401,1,2,1,330,,19010003,1,1,,8,13,1,2,1,,,2,2,1,15000,"H19010-04-01",2204.83032226563
190100401,2,3,2,520,,19010003,1,1,,7,14,1,4,1,,,2,2,1,4000,"H19010-04-01",2204.83032226563
190100401,3,4,3,520,,19010003,0.5,1,,7,14,1,2,1,,,2,2,1,2000,"H19010-04-01",2204.83032226563
191010401,1,1,1,310,,19101001,0.5,1,,8,14,1,2,1,,,1,,2,,"H19101-04-01",2204.83032226563
191010401,2,2,2,340,,19101001,0.5,1,,7,14,1,3,99,,,1,,1,4500,"H19101-04-01",2204.83032226563
191020401,1,1,1,340,,19102001,0.400000005960464,1,,7,14,1,7,99,,,1,,1,7000,"H19102-04-01",2204.83032226563
191020401,2,2,2,150,,19102001,0.400000005960464,1,,8,14,1,2,22,,,2,1,1,17000,"H19102-04-01",2204.83032226563
191030401,1,1,1,141,,19103001,0.400000005960464,1,,9,14,1,2.5,1,,,1,,1,2500,"H19103-04-01",2204.83032226563
191030401,2,1,2,210,,19103001,0.400000005960464,1,,7,14,1,20,1,,,1,,1,40000,"H19103-04-01",2204.83032226563
191030401,3,2,4,340,,19103001,0.5,1,,8,14,1,2.5,1,,,1,,2,,"H19103-04-01",2204.83032226563
191040401,1,2,1,210,,19104001,0.5,1,,7,14,1,5,1,,,1,,1,7500,"H19104-04-01",2204.83032226563
191040401,2,2,2,340,,19104001,0.5,1,,8,14,1,1,1,,,1,,1,4000,"H19104-04-01",2204.83032226563
191040401,3,3,3,620,,19104001,0.200000002980232,1,,7,14,2,,,,,,,,,"H19104-04-01",2204.83032226563
191050401,1,2,1,130,,19105001,0.5,1,,8,14,1,2.5,1,,,1,,1,2000,"H19105-04-01",2204.83032226563
191050401,2,3,2,630,,19105001,1,1,,3,14,2,,,,,,,,,"H19105-04-01",2204.83032226563
191050401,3,3,3,340,,19105001,0.5,1,,8,14,1,1,1,,,1,,1,4500,"H19105-04-01",2204.83032226563
191060401,1,2,1,210,,19106001,0.400000005960464,1,,7,14,1,10,99,,,1,,1,4500,"H19106-04-01",2204.83032226563
191070401,1,2,1,630,,19107007,1,1,,3,14,2,,,,,,,,,"H19107-04-01",734.943359375
191070402,1,1,1,330,,19107001,1.5,1,,10,14,1,2,1,,,2,1,1,32000,"H19107-04-02",734.943359375
191070402,2,2,2,630,,19107001,0.75,1,,6,14,2,,,,,,,,,"H19107-04-02",734.943359375
191070402,3,2,3,620,,19107001,0.200000002980232,1,,10,14,1,1,11,,,1,,2,,"H19107-04-02",734.943359375
191070403,1,1,1,630,,19107004,1,1,,3,14,2,,,,,,,,,"H19107-04-03",734.943359375
191070403,2,1,2,130,,19107004,0.5,1,,8,14,1,8,1,,,1,,2,,"H19107-04-03",734.943359375
191080402,1,1,1,330,,19108006,1.10000002384186,1,,10,14,1,2,1,,,2,2,1,17500,"H19108-04-02",734.943359375
191080402,2,1,2,210,,19108006,1.10000002384186,1,,6,14,1,20,1,,,1,,2,,"H19108-04-02",734.943359375
191080403,1,1,1,210,,19108003,0.5,1,,7,14,1,10,1,,,1,,1,16000,"H19108-04-03",734.943359375
191080403,2,1,2,340,,19108003,0.5,1,,8,14,1,1.5,1,,,1,,1,4500,"H19108-04-03",734.943359375
191090401,1,1,1,150,,19109001,0.349999994039536,1,,8,14,1,0.5,1,,,2,1,1,8000,"H19109-04-01",2204.83032226563
191090401,2,2,2,150,,19109001,2,1,,8,14,1,1.5,1,,,2,1,1,20000,"H19109-04-01",2204.83032226563
191090401,3,3,3,630,,19109001,0.649999976158142,1,,3,14,2,,,,,,,,,"H19109-04-01",2204.83032226563
191090401,4,4,4,630,,19109001,0.5,1,,3,13,2,,,,,,,,,"H19109-04-01",2204.83032226563
191090401,5,5,5,340,,19109001,1.25,1,,8,14,1,3,1,,,1,,1,13500,"H19109-04-01",2204.83032226563
191100401,1,1,1,741,,19110009,0.25,1,,5,10,2,,,,,,,,,"H19110-04-01",2204.83032226563
191100401,2,1,2,630,,19110009,1,1,,3,14,2,,,,,,,,,"H19110-04-01",2204.83032226563
192010401,1,1,1,630,,19201002,0.600000023841858,1,,4,14,2,,,,,,,,,"H19201-04-01",2204.83032226563
192010401,2,1,2,130,,19201002,0.400000005960464,1,,7,14,1,2,1,,,1,,1,1400,"H19201-04-01",2204.83032226563
192030401,1,1,1,340,,19203002,1.29999995231628,1,,7,14,1,6,1,,,1,,1,26000,"H19203-04-01",2204.83032226563
192030401,2,1,2,520,,19203002,0.699999988079071,1,,6,14,1,3,1,,,2,2,1,3000,"H19203-04-01",2204.83032226563
192030401,3,2,3,630,,19203002,1,1,,4,14,2,,,,,,,,,"H19203-04-01",2204.83032226563
192040401,1,1,1,742,,19204001,0.150000005960464,1,,8,3,2,,,,,,,,,"H19204-04-01",2204.83032226563
192040401,2,1,2,210,,19204001,0.449999988079071,1,,8,14,1,,,,,,,,,"H19204-04-01",2204.83032226563
192040401,3,2,3,742,,19204001,0.150000005960464,1,,5,14,2,,,,,,,,,"H19204-04-01",2204.83032226563
192040401,4,2,4,741,,19204001,0.100000001490116,1,,5,12,2,,,,,,,,,"H19204-04-01",2204.83032226563
192040401,5,2,5,630,,19204001,0.25,1,,3,14,2,,,,,,,,,"H19204-04-01",2204.83032226563
