"HHID","PID","h5q2","h5q3","h5q4","h5q5","h5q6","h5q7a","h5q7b","h5q8","h5q9","h5q10","h5q11","h5q12","wgt_X"
"H08307-04-03","P08307-002",1,,2,,,,,,,,,,1396.2333984375
"H08307-04-03","P08307-005",2,"P08307-002",1,4,2,4,96,1,,2,3,0,1396.2333984375
"H08307-04-03","P08307-007",2,"P08307-002",1,5,2,4,96,1,,2,3,0,1396.2333984375
"H08307-04-03","P08307-008",1,,2,,,,,,,,,,1396.2333984375
"H08307-04-03","P08307-009",2,"P08307-008",1,2,2,9,96,1,,2,3,0,1396.2333984375
"H08307-04-03","P08307-010",2,"P08307-008",1,3,0,4,8,1,,2,3,0,1396.2333984375
"H08308-04-01","P08308-001",1,,1,8,6,5,96,1,,7,3.2,20000,1396.2333984375
"H08308-04-01","P08308-003",2,"P08308-001",1,4,3,96,5,1,,7,3.2,10000,1396.2333984375
"H08308-04-01","P08308-004",2,"P08308-001",2,,,,,,,,,,1396.2333984375
"H08308-04-01","P08308-005",2,"P08308-001",1,6,0,96,8,1,,7,3.2,5000,1396.2333984375
"H08308-04-01","P08308-006",2,"P08308-001",1,4,0,96,8,2,1,,,,1396.2333984375
"H08308-04-03","P08308-023",1,,1,14,9,4,8,1,,7,3.2,21500,1396.2333984375
"H08308-04-03","P08308-024",1,,2,,,,,,,,,,1396.2333984375
"H08308-04-03","P08308-025",2,"P08308-023",1,6,3,4,96,1,,7,3.2,7000,1396.2333984375
"H08308-04-03","P08308-026",2,"P08308-023",1,7,3,4,96,1,,7,3.2,15000,1396.2333984375
"H08309-04-01","P08309-001",1,,1,5,2,96,5,1,,1,0.5,0,2792.466796875
"H08309-04-01","P08309-002",2,"P08309-001",2,,,,,,,,,,2792.466796875
"H08309-04-01","P08309-003",2,"P08309-001",2,,,,,,,,,,2792.466796875
"H08309-04-01","P08309-006",2,"P08309-001",2,,,,,,,,,,2792.466796875
"H08309-04-01","P08309-013",2,"P08309-001",1,7,2,13,5,1,,7,2,10000,2792.466796875
"H08309-04-01","P08309-014",2,"P08309-001",1,7,4,4,2,1,,1,0.5,0,2792.466796875
"H08310-04-01","P08310-002",1,,2,,,,,,,,,,2792.466796875
"H08310-04-01","P08310-004",2,"P08310-002",2,,,,,,,,,,2792.466796875
"H08402-04-01","P08402-001",1,,2,,,,,,,,,,2792.466796875
"H08402-04-01","P08402-004",2,"P08402-001",2,,,,,,,,,,2792.466796875
"H08404-04-01","P08404-001",1,,2,,,,,,,,,,2792.466796875
"H08404-04-01","P08404-002",1,,1,5,1,5,8,1,,7,1,5000,2792.466796875
"H08404-04-01","P08404-003",2,"P08404-002",1,5,1,5,9,1,,7,1,5000,2792.466796875
"H08404-04-01","P08404-005",2,"P08404-002",2,,,,,,,,,,2792.466796875
"H08404-04-01","P08404-007",2,"P08404-002",1,3,0,5,8,1,,7,1,5000,2792.466796875
"H08404-04-01","P08404-008",2,"P08404-002",1,15,10,1,13,1,,7,1,10000,2792.466796875
"H08405-04-01","P08405-001",2,"P08405-002",2,,,,,,,,,,2792.466796875
"H08405-04-01","P08405-002",1,,2,,,,,,,,,,2792.466796875
"H08405-04-01","P08405-003",2,"P08405-002",2,,,,,,,,,,2792.466796875
"H08405-04-01","P08405-004",2,"P08405-002",1,4,1,9,8,1,,7,0.25,7000,2792.466796875
"H08405-04-01","P08405-005",2,"P08405-002",1,3,0,13,40,1,,7,4,3000,2792.466796875
"H08405-04-01","P08405-006",2,"P08405-002",2,,,,,,,,,,2792.466796875
"H08405-04-01","P08405-007",2,"P08405-002",1,3,0,13,8,1,,7,0.25,3000,2792.466796875
"H08406-04-01","P08406-001",1,,1,7,5,4,8,1,,2,3,0,698.11669921875
"H08406-04-01","P08406-002",2,"P08406-001",1,20,7,6,40,1,,7,2,50000,698.11669921875
"H08406-04-01","P08406-004",2,"P08406-001",2,,,,,,,,,,698.11669921875
"H08406-04-01","P08406-005",2,"P08406-001",2,,,,,,,,,,698.11669921875
"H08406-04-02","P08406-010",1,,1,8,7,4,40,1,,2,1.6,4000,698.11669921875
"H08406-04-02","P08406-011",1,,1,18,4,13,9,1,,7,0.5,20000,698.11669921875
"H08406-04-02","P08406-013",2,"P08406-010",2,,,,,,,,,,698.11669921875
"H08406-04-02","P08406-016",2,"P08406-011",2,,,,,,,,,,698.11669921875
"H08406-04-03","P08406-014",1,,1,7,7,4,9,1,,7,0,37000,698.11669921875
"H08406-04-03","P08406-019",2,"P08406-014",2,,,,,,,,,,698.11669921875
"H08406-04-04","P08406-008",1,,1,4,3,1,12,1,,7,4,4000,698.11669921875
"H08406-04-04","P08406-020",2,"P08406-008",1,2,1,1,8,1,,7,4,3000,698.11669921875
"H08406-04-04","P08406-022",2,"P08406-008",2,,,,,,,,,,698.11669921875
"H08406-04-04","P08406-023",2,"P08406-008",1,7,1,4,11,1,,2,5,5000,698.11669921875
"H08406-04-04","P08406-024",2,"P08406-008",2,,,,,,,,,,698.11669921875
"H08406-04-04","P08406-025",2,"P08406-008",2,,,,,,,,,,698.11669921875
"H08406-04-04","P08406-026",2,"P08406-008",2,,,,,,,,,,698.11669921875
"H08406-04-04","P08406-027",2,"P08406-008",2,,,,,,,,,,698.11669921875
"H08408-04-01","P08408-001",1,,2,,,,,,,,,,2792.466796875
"H08408-04-01","P08408-002",1,,1,7,3,5,8,1,,6,1.6,30000,2792.466796875
"H08408-04-01","P08408-003",2,"P08408-001",2,,,,,,,,,,2792.466796875
"H08408-04-01","P08408-004",2,"P08408-001",1,3,2,5,8,1,,6,1.6,15000,2792.466796875
"H08408-04-01","P08408-005",2,"P08408-001",2,,,,,,,,,,2792.466796875
"H08408-04-01","P08408-006",2,"P08408-001",1,7,3,2,8,1,,6,1.6,22000,2792.466796875
"H08409-04-01","P08409-001",2,"P08409-002",2,,,,,,,,,,1396.2333984375
"H08409-04-01","P08409-002",1,,1,7,3,96,5,1,,13,3,7000,1396.2333984375
"H08409-04-01","P08409-003",1,,2,,,,,,,,,,1396.2333984375
"H08409-04-01","P08409-004",2,"P08409-002",2,,,,,,,,,,1396.2333984375
"H08409-04-01","P08409-005",2,"P08409-002",1,10,0,7,6,1,,2,6,0,1396.2333984375
"H08409-04-02","P08409-007",2,"P08409-008",2,,,,,,,,,,1396.2333984375
"H08409-04-02","P08409-008",1,,2,,,,,,,,,,1396.2333984375
"H08409-04-02","P08409-009",2,"P08409-008",2,,,,,,,,,,1396.2333984375
"H08409-04-02","P08409-010",2,"P08409-008",2,,,,,,,,,,1396.2333984375
"H08409-04-02","P08409-011",2,"P08409-008",2,,,,,,,,,,1396.2333984375
"H08409-04-02","P08409-012",2,"P08409-008",2,,,,,,,,,,1396.2333984375
"H08409-04-02","P08409-014",2,"P08409-008",1,4,1,4,40,1,,7,3.2,5000,1396.2333984375
"H08409-04-02","P08409-015",2,"P08409-008",2,,,,,,,,,,1396.2333984375
"H08410-04-01","P08410-001",2,"P08410-002",2,,,,,,,,,,2792.466796875
"H08410-04-01","P08410-002",1,,1,7,2,9,8,1,,2,3,17000,2792.466796875
"H08410-04-01","P08410-003",2,"P08410-002",2,,,,,,,,,,2792.466796875
"H08410-04-01","P08410-004",2,"P08410-002",2,,,,,,,,,,2792.466796875
"H08410-04-01","P08410-005",2,"P08410-002",2,,,,,,,,,,2792.466796875
"H08410-04-01","P08410-006",2,"P08410-002",1,3,1,9,8,1,,7,0.5,7000,2792.466796875
"H08410-04-01","P08410-007",2,"P08410-002",2,,,,,,,,,,2792.466796875
"H08410-04-01","P08410-008",2,"P08410-002",2,,,,,,,,,,2792.466796875
"H08410-04-01","P08410-009",2,"P08410-002",1,6,2,9,8,1,,7,0.5,5000,2792.466796875
"H08410-04-01","P08410-013",2,"P08410-002",1,4,1,2,8,1,,7,0.5,6000,2792.466796875
"H08410-04-01","P08410-014",2,"P08410-002",1,5,2,9,8,1,,7,0.5,5000,2792.466796875
"H08411-04-01","P08411-001",1,,1,7,0,11,8,1,,7,0.3,35000,2792.466796875
"H08411-04-01","P08411-003",2,"P08411-001",2,,,,,,,,,,2792.466796875
"H08411-04-01","P08411-004",2,"P08411-001",2,,,,,,,,,,2792.466796875
"H08411-04-01","P08411-006",2,"P08411-001",2,,,,,,,,,,2792.466796875
"H08411-04-01","P08411-007",2,"P08411-001",2,,,,,,,,,,2792.466796875
"H08501-04-01","P08501-001",2,"P08501-002",2,,,,,,,,,,2792.466796875
"H08501-04-01","P08501-002",1,,1,10,7,9,8,1,,7,3.2,10000,2792.466796875
"H08501-04-01","P08501-004",2,"P08501-002",1,20,2,13,96,1,,7,3.2,5000,2792.466796875
"H08501-04-01","P08501-005",2,"P08501-002",1,7,4,5,96,1,,7,3.2,40000,2792.466796875
"H08502-04-01","P08502-001",1,,1,7,0,96,8,1,,7,2,3000,2792.466796875
"H08502-04-01","P08502-002",2,"P08502-001",1,7,2,5,8,1,,7,2,7000,2792.466796875
"H08502-04-01","P08502-003",2,"P08502-001",2,,,,,,,,,,2792.466796875
"H08502-04-01","P08502-004",2,"P08502-001",2,,,,,,,,,,2792.466796875
"H08502-04-01","P08502-005",2,"P08502-001",2,,,,,,,,,,2792.466796875
"H08502-04-01","P08502-006",2,"P08502-001",2,,,,,,,,,,2792.466796875
"H08502-04-01","P08502-007",2,"P08502-001",2,,,,,,,,,,2792.466796875
"H08502-04-01","P08502-008",2,"P08502-001",2,,,,,,,,,,2792.466796875
"H08502-04-01","P08502-009",2,"P08502-001",2,,,,,,,,,,2792.466796875
"H08502-04-01","P08502-010",2,"P08502-001",1,8,0,96,40,2,1,,,,2792.466796875
"H08502-04-01","P08502-012",2,"P08502-001",2,,,,,,,,,,2792.466796875
"H08503-04-01","P08503-001",1,,1,3,2,13,8,1,,6,2,12000,930.822265625
"H08503-04-02","P08503-006",2,"P08503-007",2,,,,,,,,,,930.822265625
"H08503-04-02","P08503-007",1,,2,,,,,,,,,,930.822265625
"H08503-04-02","P08503-008",2,"P08503-007",2,,,,,,,,,,930.822265625
"H08503-04-02","P08503-010",2,"P08503-007",2,,,,,,,,,,930.822265625
"H08503-04-02","P08503-011",2,"P08503-007",1,7,2,12,2,1,,6,0.5,27000,930.822265625
"H08503-04-03","P08503-003",1,,1,14,7,13,11,1,,7,1,15000,930.822265625
"H08503-04-03","P08503-004",2,"P08503-003",1,7,0,9,13,1,,6,1,3000,930.822265625
"H08503-04-03","P08503-005",2,"P08503-003",1,5,0,9,8,1,,6,1,3000,930.822265625
"H08504-04-01","P08504-001",1,,1,7,5,9,5,1,,2,7,5000,2792.466796875
"H08504-04-01","P08504-002",2,"P08504-001",1,4,4,5,12,1,,6,1,2000,2792.466796875
"H08504-04-01","P08504-003",2,"P08504-001",2,,,,,,,,,,2792.466796875
"H08504-04-01","P08504-004",2,"P08504-001",1,6,5,5,9,1,,2,7,0,2792.466796875
"H08504-04-01","P08504-005",2,"P08504-001",2,,,,,,,,,,2792.466796875
"H08504-04-01","P08504-006",2,"P08504-001",1,10,7,4,10,1,,5,5,70000,2792.466796875
"H08505-04-01","P08505-001",2,"P08505-002",2,,,,,,,,,,2792.466796875
"H08505-04-01","P08505-002",1,,2,,,,,,,,,,2792.466796875
"H08505-04-01","P08505-003",2,"P08505-002",2,,,,,,,,,,2792.466796875
"H08505-04-01","P08505-004",2,"P08505-002",2,,,,,,,,,,2792.466796875
"H08505-04-01","P08505-005",2,"P08505-002",2,,,,,,,,,,2792.466796875
"H08505-04-01","P08505-006",2,"P08505-002",1,4,3,8,11,1,,7,1,15000,2792.466796875
"H08505-04-01","P08505-008",2,"P08505-002",1,7,7,8,11,1,,7,1,8000,2792.466796875
"H08506-04-01","P08506-001",1,,1,7,6,4,8,1,,2,8,0,2792.466796875
"H08506-04-01","P08506-002",2,"P08506-001",1,3,1,11,13,1,,96,0.2,1000,2792.466796875
"H08507-04-01","P08507-001",1,,1,30,18,5,11,1,,2,4,30000,2792.466796875
"H08507-04-01","P08507-002",2,"P08507-001",1,7,6,8,12,1,,2,4,15000,2792.466796875
"H08507-04-01","P08507-003",2,"P08507-001",1,14,10,8,12,1,,2,4,8000,2792.466796875
"H08508-04-01","P08508-001",2,"P08508-002",2,,,,,,,,,,2792.466796875
"H08508-04-01","P08508-002",1,,1,2,2,13,96,1,,7,1.6,3000,2792.466796875
"H08508-04-01","P08508-003",2,"P08508-002",2,,,,,,,,,,2792.466796875
"H08508-04-01","P08508-004",2,"P08508-002",2,,,,,,,,,,2792.466796875
"H08508-04-01","P08508-005",2,"P08508-002",2,,,,,,,,,,2792.466796875
"H08508-04-01","P08508-006",2,"P08508-002",1,7,3,4,9,1,,7,1.6,5000,2792.466796875
"H08509-04-01","P08509-001",1,,2,,,,,,,,,,2792.466796875
"H08509-04-01","P08509-002",1,,1,6,3,8,19,2,5,,,,2792.466796875
"H08509-04-01","P08509-007",2,"P08509-001",1,4,2,9,40,1,,2,3.2,0,2792.466796875
"H08510-04-01","P08510-001",1,,1,7,0,13,,2,1,,,,1396.2333984375
"H08510-04-01","P08510-002",2,"P08510-001",1,12,2,8,11,2,96,,,,1396.2333984375
"H08510-04-01","P08510-004",2,"P08510-001",2,,,,,,,,,,1396.2333984375
"H08510-04-01","P08510-005",2,"P08510-001",2,,,,,,,,,,1396.2333984375
"H08510-04-01","P08510-010",2,"P08510-001",1,2,1,9,8,2,1,,,,1396.2333984375
"H08510-04-02","P08510-006",1,,1,5,2,8,9,1,,5,5,15000,1396.2333984375
"H08510-04-02","P08510-013",2,"P08510-006",1,5,2,8,19,1,,7,0.25,3000,1396.2333984375
"H08510-04-02","P08510-014",2,"P08510-006",2,,,,,,,,,,1396.2333984375
"H08510-04-02","P08510-015",2,"P08510-006",1,7,7,11,12,1,,7,0.25,12000,1396.2333984375
"H08510-04-02","P08510-016",2,"P08510-006",2,,,,,,,,,,1396.2333984375
"H08602-04-01","P08602-001",1,,1,5,0,96,40,1,,7,0.5,2000,930.822265625
"H08602-04-01","P08602-005",2,"P08602-001",1,7,1,19,8,1,,2,4,0,930.822265625
"H08602-04-01","P08602-006",2,"P08602-001",1,6,1,19,8,1,,2,2,0,930.822265625
"H08602-04-01","P08602-007",2,"P08602-001",2,,,,,,,,,,930.822265625
"H08602-04-01","P08602-008",2,"P08602-001",1,7,5,9,8,1,,2,2,0,930.822265625
"H08602-04-02","P08602-003",1,,1,14,7,4,11,1,,2,3,0,930.822265625
"H08602-04-02","P08602-011",2,"P08602-003",2,,,,,,,,,,930.822265625
"H08602-04-02","P08602-013",2,"P08602-003",1,14,8,11,96,1,,2,3,3000,930.822265625
"H08602-04-02","P08602-014",2,"P08602-003",1,10,5,11,13,1,,2,3,0,930.822265625
"H08602-04-03","P08602-004",2,"P08602-015",2,,,,,,,,,,930.822265625
"H08602-04-03","P08602-015",1,,2,,,,,,,,,,930.822265625
"H08602-04-03","P08602-016",2,"P08602-015",1,5,3,11,8,1,,2,3,0,930.822265625
"H08603-04-01","P08603-001",1,,2,,,,,,,,,,1396.23327636719
"H08603-04-01","P08603-002",2,"P08603-001",2,,,,,,,,,,1396.23327636719
"H08603-04-01","P08603-006",2,"P08603-001",2,,,,,,,,,,1396.23327636719
"H08603-04-01","P08603-007",2,"P08603-001",2,,,,,,,,,,1396.23327636719
"H08603-04-01","P08603-008",2,"P08603-001",2,,,,,,,,,,1396.23327636719
"H08603-04-01","P08603-010",2,"P08603-001",2,,,,,,,,,,1396.23327636719
"H08603-04-01","P08603-011",2,"P08603-001",2,,,,,,,,,,1396.23327636719
"H08603-04-01","P08603-014",2,"P08603-001",2,,,,,,,,,,1396.23327636719
"H08603-04-01","P08603-015",2,"P08603-001",1,5,0,5,96,1,,2,1,0,1396.23327636719
"H08605-04-01","P08605-001",1,,1,14,7,9,96,1,,2,1,0,2792.46655273438
"H08609-04-01","P08609-001",2,"P08609-002",1,30,30,96,4,1,,1,20,300000,2792.46655273438
"H08609-04-01","P08609-002",1,,2,,,,,,,,,,2792.46655273438
"H08609-04-01","P08609-005",2,"P08609-002",2,,,,,,,,,,2792.46655273438
"H08609-04-01","P08609-007",2,"P08609-002",2,,,,,,,,,,2792.46655273438
"H08609-04-01","P08609-008",2,"P08609-002",1,5,1,9,40,1,,6,0.3,5000,2792.46655273438
"H08609-04-01","P08609-009",2,"P08609-002",1,10,0,7,40,1,,2,0.2,3500,2792.46655273438
"H08611-04-01","P08611-001",1,,2,,,,,,,,,,2792.46655273438
"H08611-04-01","P08611-002",2,"P08611-001",2,,,,,,,,,,2792.46655273438
"H08611-04-01","P08611-003",2,"P08611-001",2,,,,,,,,,,2792.46655273438
"H08701-04-01","P08701-001",1,,1,30,14,4,96,1,,7,40,250000,2792.466796875
"H08701-04-01","P08701-002",2,"P08701-001",2,,,,,,,,,,2792.466796875
"H08701-04-01","P08701-003",2,"P08701-001",2,,,,,,,,,,2792.466796875
"H08701-04-01","P08701-004",2,"P08701-001",2,,,,,,,,,,2792.466796875
"H08701-04-01","P08701-005",2,"P08701-001",2,,,,,,,,,,2792.466796875
"H08701-04-01","P08701-006",2,"P08701-001",1,7,3,4,12,1,,7,20,100000,2792.466796875
"H08701-04-01","P08701-007",2,"P08701-001",2,,,,,,,,,,2792.466796875
"H08701-04-01","P08701-008",2,"P08701-001",2,,,,,,,,,,2792.466796875
"H08703-04-01","P08703-001",1,,1,21,21,4,12,1,,7,3,100000,2792.466796875
"H08703-04-01","P08703-003",1,,1,7,7,4,12,1,,7,3,110000,2792.466796875
"H08703-04-01","P08703-004",2,"P08703-003",2,,,,,,,,,,2792.466796875
"H08703-04-01","P08703-005",2,"P08703-003",1,5,5,13,9,1,,7,3,30000,2792.466796875
"H08703-04-01","P08703-006",2,"P08703-003",1,30,30,7,17,1,,7,3,200000,2792.466796875
"H08703-04-01","P08703-007",2,"P08703-003",1,7,7,4,8,1,,7,3,60000,2792.466796875
"H08703-04-01","P08703-010",2,"P08703-003",2,,,,,,,,,,2792.466796875
"H08703-04-01","P08703-011",2,"P08703-003",2,,,,,,,,,,2792.466796875
"H08703-04-01","P08703-014",2,"P08703-003",1,7,7,4,13,1,,7,3,50000,2792.466796875
"H08703-04-01","P08703-017",2,"P08703-003",1,30,30,7,17,1,,7,40,1000000,2792.466796875
"H08703-04-01","P08703-018",2,"P08703-003",1,4,4,20,4,1,,7,3,20000,2792.466796875
"H08703-04-01","P08703-019",2,"P08703-003",1,5,5,7,17,1,,7,3,50000,2792.466796875
"H08704-04-01","P08704-001",2,"P08704-002",1,7,7,4,9,1,,7,5,100000,2792.466796875
"H08704-04-01","P08704-002",1,,2,,,,,,,,,,2792.466796875
"H08704-04-01","P08704-003",2,"P08704-002",1,20,20,18,8,2,96,,,,2792.466796875
"H08704-04-01","P08704-004",2,"P08704-002",2,,,,,,,,,,2792.466796875
"H08704-04-01","P08704-005",2,"P08704-002",2,,,,,,,,,,2792.466796875
"H08706-04-01","P08706-002",1,,2,,,,,,,,,,2792.466796875
"H08706-04-01","P08706-003",1,,1,14,5,96,,1,,5,70,100000,2792.466796875
"H08706-04-01","P08706-005",2,"P08706-003",2,,,,,,,,,,2792.466796875
"H08706-04-01","P08706-007",2,"P08706-003",1,7,7,5,9,1,,7,90,380000,2792.466796875
"H08706-04-01","P08706-008",1,,1,7,0,9,8,1,,13,48,500000,2792.466796875
"H08706-04-01","P08706-010",2,"P08706-003",2,,,,,,,,,,2792.466796875
"H08706-04-01","P08706-012",2,"P08706-003",2,,,,,,,,,,2792.466796875
"H08706-04-01","P08706-013",1,,2,,,,,,,,,,2792.466796875
"H08706-04-01","P08706-014",1,,2,,,,,,,,,,2792.466796875
"H08706-04-01","P08706-015",2,"P08706-003",2,,,,,,,,,,2792.466796875
"H08706-04-01","P08706-026",2,"P08706-003",2,,,,,,,,,,2792.466796875
"H08706-04-01","P08706-027",2,"P08706-003",2,,,,,,,,,,2792.466796875
"H08706-04-01","P08706-029",2,"P08706-003",2,,,,,,,,,,2792.466796875
"H08707-04-01","P08707-001",1,,1,14,6,4,40,1,,2,6.4,50000,2792.466796875
"H08707-04-01","P08707-002",1,,1,20,10,9,19,1,,7,25,60000,2792.466796875
"H08707-04-01","P08707-003",2,"P08707-002",2,,,,,,,,,,2792.466796875
"H08707-04-01","P08707-004",2,"P08707-002",1,30,20,19,8,1,,7,25,100000,2792.466796875
"H08707-04-01","P08707-009",2,"P08707-002",1,4,1,4,40,1,,7,6,40000,2792.466796875
"H08707-04-01","P08707-012",2,"P08707-002",2,,,,,,,,,,2792.466796875
"H08707-04-01","P08707-013",2,"P08707-002",2,,,,,,,,,,2792.466796875
"H08707-04-01","P08707-014",2,"P08707-002",2,,,,,,,,,,2792.466796875
"H08708-04-01","P08708-001",1,,1,7,2,96,8,1,,5,68,30600,1396.2333984375
"H08708-04-01","P08708-002",1,,2,,,,,,,,,,1396.2333984375
"H08708-04-01","P08708-004",2,"P08708-001",2,,,,,,,,,,1396.2333984375
"H08708-04-01","P08708-005",2,"P08708-001",2,,,,,,,,,,1396.2333984375
"H08708-04-01","P08708-006",2,"P08708-001",2,,,,,,,,,,1396.2333984375
"H08708-04-01","P08708-007",2,"P08708-001",2,,,,,,,,,,1396.2333984375
"H08708-04-01","P08708-008",2,"P08708-001",2,,,,,,,,,,1396.2333984375
"H08708-04-01","P08708-009",2,"P08708-001",2,,,,,,,,,,1396.2333984375
"H08708-04-02","P08708-010",2,"P08708-011",1,10,3,21,40,1,,7,10,30000,1396.2333984375
"H08708-04-02","P08708-011",1,,2,,,,,,,,,,1396.2333984375
"H08708-04-02","P08708-012",2,"P08708-011",1,14,4,4,8,1,,7,10,20000,1396.2333984375
"H08708-04-02","P08708-013",2,"P08708-011",2,,,,,,,,,,1396.2333984375
"H08708-04-02","P08708-014",2,"P08708-011",1,10,2,4,13,1,,7,10,20000,1396.2333984375
"H08708-04-02","P08708-015",2,"P08708-011",2,,,,,,,,,,1396.2333984375
"H08708-04-02","P08708-016",2,"P08708-011",2,,,,,,,,,,1396.2333984375
"H08708-04-02","P08708-017",2,"P08708-011",1,5,1,13,11,1,,7,10,15000,1396.2333984375
"H08708-04-02","P08708-019",2,"P08708-011",2,,,,,,,,,,1396.2333984375
"H08709-04-01","P08709-001",2,"P08709-002",1,4,2,20,96,1,,5,56,170000,2792.466796875
"H08709-04-01","P08709-002",1,,1,7,3,5,8,1,,5,28,80000,2792.466796875
"H08709-04-01","P08709-003",2,"P08709-002",1,6,3,19,8,1,,7,2,40000,2792.466796875
"H08709-04-01","P08709-004",2,"P08709-002",2,,,,,,,,,,2792.466796875
"H08709-04-01","P08709-005",2,"P08709-002",2,,,,,,,,,,2792.466796875
"H08709-04-01","P08709-010",2,"P08709-002",2,,,,,,,,,,2792.466796875
"H08709-04-01","P08709-011",2,"P08709-002",1,3,0,5,8,1,,6,3,7000,2792.466796875
"H08709-04-01","P08709-012",2,"P08709-002",2,,,,,,,,,,2792.466796875
"H08710-04-01","P08710-001",1,,1,7,1,13,96,1,,7,1,15000,2792.466796875
"H08710-04-01","P08710-002",1,,1,16,3,96,40,1,,2,1,0,2792.466796875
"H08710-04-01","P08710-004",2,"P08710-001",2,,,,,,,,,,2792.466796875
"H08710-04-01","P08710-005",2,"P08710-001",2,,,,,,,,,,2792.466796875
"H08710-04-01","P08710-006",2,"P08710-001",2,,,,,,,,,,2792.466796875
"H08710-04-01","P08710-007",2,"P08710-001",2,,,,,,,,,,2792.466796875
"H08710-04-01","P08710-008",2,"P08710-001",1,5,1,13,8,1,,7,1,2000,2792.466796875
"H08710-04-01","P08710-009",2,"P08710-001",2,,,,,,,,,,2792.466796875
"H08710-04-01","P08710-010",2,"P08710-001",1,5,0,9,13,1,,7,1,2000,2792.466796875
"H08801-04-01","P08801-002",1,,2,,,,,,,,,,2792.466796875
"H08801-04-01","P08801-005",2,"P08801-002",1,4,1,96,11,1,,7,0.5,1000,2792.466796875
"H08801-04-01","P08801-006",2,"P08801-002",2,,,,,,,,,,2792.466796875
"H08801-04-01","P08801-007",2,"P08801-002",2,,,,,,,,,,2792.466796875
"H08802-04-01","P08802-001",1,,1,7,3,9,8,1,,7,2,20000,1396.2333984375
"H08802-04-01","P08802-004",1,,1,14,4,9,8,1,,1,3,0,1396.2333984375
"H08802-04-01","P08802-022",2,"P08802-001",2,,,,,,,,,,1396.2333984375
"H08802-04-02","P08802-006",1,,1,14,7,9,8,1,,7,11,100000,1396.2333984375
"H08802-04-02","P08802-008",2,"P08802-006",1,4,1,11,9,1,,7,11,30000,1396.2333984375
"H08802-04-02","P08802-009",2,"P08802-006",1,7,3,13,21,1,,7,3,30000,1396.2333984375
"H08802-04-02","P08802-010",1,,1,7,1,9,13,1,,7,11,25000,1396.2333984375
"H08802-04-02","P08802-011",2,"P08802-006",1,6,1,19,13,1,,7,3,10000,1396.2333984375
"H08803-04-01","P08803-001",2,"P08803-002",2,,,,,,,,,,2792.466796875
"H08803-04-01","P08803-002",1,,2,,,,,,,,,,2792.466796875
"H08803-04-01","P08803-003",2,"P08803-002",2,,,,,,,,,,2792.466796875
"H08803-04-01","P08803-004",2,"P08803-002",2,,,,,,,,,,2792.466796875
"H08803-04-01","P08803-005",2,"P08803-002",2,,,,,,,,,,2792.466796875
"H08803-04-01","P08803-007",2,"P08803-002",2,,,,,,,,,,2792.466796875
"H08803-04-01","P08803-009",2,"P08803-002",1,4,0,5,96,1,,6,1.5,5000,2792.466796875
"H08804-04-01","P08804-001",1,,1,20,5,1,21,1,,9,11,25000,2792.466796875
"H08805-04-01","P08805-001",1,,1,20,14,96,16,1,,7,2,500000,2792.466796875
"H08805-04-01","P08805-002",2,"P08805-001",2,,,,,,,,,,2792.466796875
"H08805-04-01","P08805-005",2,"P08805-012",2,,,,,,,,,,2792.466796875
"H08805-04-01","P08805-009",2,"P08805-012",1,3,0,5,,1,,6,0.5,3000,2792.466796875
"H08805-04-01","P08805-010",2,"P08805-012",2,,,,,,,,,,2792.466796875
"H08805-04-01","P08805-011",2,"P08805-012",2,,,,,,,,,,2792.466796875
"H08805-04-01","P08805-012",1,,2,,,,,,,,,,2792.466796875
"H08806-04-01","P08806-001",1,,1,25,20,19,40,1,,7,2,27000,2792.466796875
"H08806-04-01","P08806-002",1,,1,25,10,5,40,1,,6,2,5000,2792.466796875
"H08806-04-01","P08806-003",2,"P08806-001",2,,,,,,,,,,2792.466796875
"H08806-04-01","P08806-004",2,"P08806-001",1,1,1,9,40,1,,6,2,1000,2792.466796875
"H08806-04-01","P08806-005",2,"P08806-001",2,,,,,,,,,,2792.466796875
"H08806-04-01","P08806-006",2,"P08806-001",2,,,,,,,,,,2792.466796875
"H08806-04-01","P08806-007",2,"P08806-001",2,,,,,,,,,,2792.466796875
"H08806-04-01","P08806-008",2,"P08806-001",2,,,,,,,,,,2792.466796875
"H08806-04-01","P08806-009",2,"P08806-001",2,,,,,,,,,,2792.466796875
"H08810-04-01","P08810-001",1,,1,30,15,8,19,2,5,,,,2792.466796875
"H08810-04-01","P08810-007",1,,1,14,7,5,11,1,,2,20,0,2792.466796875
"H08811-04-01","P08811-001",2,"P08811-002",2,,,,,,,,,,2792.466796875
"H08811-04-01","P08811-002",1,,2,,,,,,,,,,2792.466796875
"H08811-04-01","P08811-004",2,"P08811-002",2,,,,,,,,,,2792.466796875
