"HHID","AGroup_ID","a11q1a","a11q1b","a11q1c","a11q2","a11q3","a11q4","a11q5","hh","wgt_X"
183050401,107,6,6,,,,,,"H18305-04-01",2204.83032226563
183060401,106,6,6,,2,2,2,,"H18306-04-01",2204.83032226563
183060401,107,6,6,,,,,,"H18306-04-01",2204.83032226563
183070401,105,6,6,,1,1,2,,"H18307-04-01",2204.83032226563
183070401,106,6,6,,2,2,2,,"H18307-04-01",2204.83032226563
183070401,107,6,6,,,,,,"H18307-04-01",2204.83032226563
183090401,106,6,6,,2,2,2,,"H18309-04-01",2204.83032226563
183090401,107,6,6,,,,,,"H18309-04-01",2204.83032226563
183110401,105,6,6,,2,1,2,,"H18311-04-01",1102.41516113281
183110401,106,6,6,,2,2,2,,"H18311-04-01",1102.41516113281
183110401,107,6,6,,,,,,"H18311-04-01",1102.41516113281
186010401,105,6,6,,2,2,2,,"H18601-04-01",551.207580566406
186010401,106,6,6,,2,2,2,,"H18601-04-01",551.207580566406
186010401,107,6,6,,,,,,"H18601-04-01",551.207580566406
186010402,101,6,6,,2,1,2,,"H18601-04-02",551.207580566406
186010402,102,6,6,,2,2,2,,"H18601-04-02",551.207580566406
186010402,105,6,6,,2,2,2,,"H18601-04-02",551.207580566406
186010402,106,6,6,,2,2,2,,"H18601-04-02",551.207580566406
186010402,107,6,6,,,,,,"H18601-04-02",551.207580566406
186010403,105,4,6,,2,2,2,,"H18601-04-03",551.207580566406
186010403,107,6,6,,,,,,"H18601-04-03",551.207580566406
186010404,105,4,6,,2,1,1,180000,"H18601-04-04",551.207580566406
186010404,107,6,6,,,,,,"H18601-04-04",551.207580566406
186020401,105,6,6,,2,2,2,,"H18602-04-01",2204.83032226563
186020401,107,6,6,,,,,,"H18602-04-01",2204.83032226563
186020401,108,6,6,,,,,,"H18602-04-01",2204.83032226563
186030401,105,7,6,,2,1,2,,"H18603-04-01",2204.83032226563
186030401,106,6,6,,2,2,2,,"H18603-04-01",2204.83032226563
186030401,107,6,6,,,,,,"H18603-04-01",2204.83032226563
186030401,108,6,6,,,,,,"H18603-04-01",2204.83032226563
186040401,105,4,4,,2,1,2,,"H18604-04-01",2204.83032226563
186040401,106,6,6,,2,2,2,,"H18604-04-01",2204.83032226563
186040401,107,6,6,,,,,,"H18604-04-01",2204.83032226563
186040401,108,6,6,,,,,,"H18604-04-01",2204.83032226563
186050401,105,6,6,,2,1,2,,"H18605-04-01",2204.83032226563
186050401,106,6,6,,2,2,2,,"H18605-04-01",2204.83032226563
186050401,107,6,6,,,,,,"H18605-04-01",2204.83032226563
186060401,105,6,,,2,,,,"H18606-04-01",2204.83032226563
186060401,106,6,,,2,,,,"H18606-04-01",2204.83032226563
186060401,107,6,,,,,,,"H18606-04-01",2204.83032226563
186060401,108,6,,,,,,,"H18606-04-01",2204.83032226563
186070401,105,4,4,,2,1,2,,"H18607-04-01",2204.83032226563
186070401,106,6,6,,2,2,2,,"H18607-04-01",2204.83032226563
186070401,107,6,6,,,,,,"H18607-04-01",2204.83032226563
186080401,105,7,6,,2,1,2,,"H18608-04-01",2204.83032226563
186080401,106,6,6,,2,2,2,,"H18608-04-01",2204.83032226563
186080401,107,6,6,,,,,,"H18608-04-01",2204.83032226563
186080401,108,6,6,,,,,,"H18608-04-01",2204.83032226563
186090401,105,6,6,,2,1,2,,"H18609-04-01",2204.83032226563
186090401,106,6,6,,2,2,2,,"H18609-04-01",2204.83032226563
186090401,107,6,6,,,,,,"H18609-04-01",2204.83032226563
186090401,108,6,6,,,,,,"H18609-04-01",2204.83032226563
186100401,105,4,4,,2,1,2,,"H18610-04-01",2204.83032226563
186100401,106,6,6,,2,2,2,,"H18610-04-01",2204.83032226563
186100401,107,6,6,,,,,,"H18610-04-01",2204.83032226563
187080401,105,6,6,,2,1,2,,"H18708-04-01",2204.83032226563
187080401,106,6,6,,2,2,2,,"H18708-04-01",2204.83032226563
187120401,106,6,6,,2,2,2,,"H18712-04-01",2204.83032226563
187120401,107,6,6,,,,,,"H18712-04-01",2204.83032226563
188010401,106,6,6,,2,2,2,,"H18801-04-01",1102.41516113281
188010401,107,6,6,,,,,,"H18801-04-01",1102.41516113281
188010402,107,6,6,,,,,,"H18801-04-02",1102.41516113281
188020401,106,6,6,,2,2,2,,"H18802-04-01",2204.83032226563
188030401,107,6,6,,,,,,"H18803-04-01",2204.83032226563
188040401,107,6,6,,,,,,"H18804-04-01",2204.83032226563
188040401,108,6,6,,,,,,"H18804-04-01",2204.83032226563
188050401,105,6,6,,1,1,2,,"H18805-04-01",2204.83032226563
188050401,106,6,6,,2,2,2,,"H18805-04-01",2204.83032226563
188050401,107,6,6,,,,,,"H18805-04-01",2204.83032226563
188050401,108,6,6,,,,,,"H18805-04-01",2204.83032226563
188060401,105,4,4,,1,1,2,,"H18806-04-01",734.943481445313
188060401,106,6,6,,2,2,2,,"H18806-04-01",734.943481445313
188060401,107,6,6,,,,,,"H18806-04-01",734.943481445313
188060401,108,6,6,,,,,,"H18806-04-01",734.943481445313
188060402,106,6,6,,2,2,2,,"H18806-04-02",734.943481445313
188060402,107,6,6,,,,,,"H18806-04-02",734.943481445313
188060403,105,4,6,,2,2,2,,"H18806-04-03",734.943481445313
188060403,106,6,6,,2,2,2,,"H18806-04-03",734.943481445313
188070401,106,6,6,,2,2,2,,"H18807-04-01",1102.41516113281
188070401,107,6,6,,,,,,"H18807-04-01",1102.41516113281
188080401,105,6,6,,2,2,2,,"H18808-04-01",734.943481445313
188080401,106,6,6,,2,2,2,,"H18808-04-01",734.943481445313
188080401,107,6,6,,,,,,"H18808-04-01",734.943481445313
188080402,106,6,6,,2,2,2,,"H18808-04-02",734.943481445313
188080402,107,6,6,,,,,,"H18808-04-02",734.943481445313
188080403,107,6,6,,,,,,"H18808-04-03",734.943481445313
188090401,105,6,6,,2,2,2,,"H18809-04-01",2204.83032226563
188090401,107,6,6,,,,,,"H18809-04-01",2204.83032226563
188090401,108,6,6,,,,,,"H18809-04-01",2204.83032226563
188100401,105,6,6,,2,2,2,,"H18810-04-01",2204.83032226563
189010401,106,6,6,,2,2,2,,"H18901-04-01",2204.83032226563
189010401,107,6,6,,,,,,"H18901-04-01",2204.83032226563
189020401,105,6,6,,2,1,2,,"H18902-04-01",2204.83032226563
189020401,106,6,6,,2,2,2,,"H18902-04-01",2204.83032226563
189020401,107,6,6,,,,,,"H18902-04-01",2204.83032226563
189040401,105,6,6,,2,2,2,,"H18904-04-01",2204.83032226563
189040401,106,6,6,,2,2,2,,"H18904-04-01",2204.83032226563
189040401,107,6,6,,,,,,"H18904-04-01",2204.83032226563
189050401,106,6,6,,2,2,2,,"H18905-04-01",2204.83032226563
189050401,107,6,6,,,,,,"H18905-04-01",2204.83032226563
189080401,105,6,6,,2,1,1,250000,"H18908-04-01",2204.83032226563
189080401,106,6,6,,2,2,2,,"H18908-04-01",2204.83032226563
189080401,107,6,6,,,,,,"H18908-04-01",2204.83032226563
189080401,108,6,6,,,,,,"H18908-04-01",2204.83032226563
189090401,105,6,6,,2,1,1,60000,"H18909-04-01",2204.83032226563
189090401,106,6,6,,2,2,2,,"H18909-04-01",2204.83032226563
189090401,107,6,6,,,,,,"H18909-04-01",2204.83032226563
189100401,105,7,6,,2,1,1,300000,"H18910-04-01",2204.83032226563
189100401,106,6,6,,2,2,2,,"H18910-04-01",2204.83032226563
189100401,107,6,6,,,,,,"H18910-04-01",2204.83032226563
189100401,108,6,6,,,,,,"H18910-04-01",2204.83032226563
190010401,105,6,6,,1,1,1,150000,"H19001-04-01",1102.41516113281
190010401,106,6,6,,2,2,2,,"H19001-04-01",1102.41516113281
190010401,107,6,6,,,,,,"H19001-04-01",1102.41516113281
190010402,106,6,6,,2,2,2,,"H19001-04-02",1102.41516113281
190010402,107,6,6,,,,,,"H19001-04-02",1102.41516113281
190010402,108,6,6,,,,,,"H19001-04-02",1102.41516113281
190020401,105,6,6,,1,1,2,,"H19002-04-01",2204.83032226563
190020401,106,6,6,,2,2,2,,"H19002-04-01",2204.83032226563
190020401,107,6,6,,,,,,"H19002-04-01",2204.83032226563
190020401,108,6,6,,,,,,"H19002-04-01",2204.83032226563
190040401,106,6,6,,2,2,2,,"H19004-04-01",2204.83032226563
190040401,107,6,6,,,,,,"H19004-04-01",2204.83032226563
190050401,105,6,6,,2,2,2,,"H19005-04-01",2204.83032226563
190050401,106,6,6,,2,2,2,,"H19005-04-01",2204.83032226563
190050401,107,6,6,,,,,,"H19005-04-01",2204.83032226563
190060401,105,6,6,,2,2,2,,"H19006-04-01",2204.83032226563
190060401,107,6,6,,,,,,"H19006-04-01",2204.83032226563
190070401,107,6,6,,,,,,"H19007-04-01",2204.83032226563
190080401,107,6,6,,,,,,"H19008-04-01",551.207580566406
190080402,106,6,6,,2,2,2,,"H19008-04-02",551.207580566406
190080402,107,6,6,,,,,,"H19008-04-02",551.207580566406
190080403,107,6,6,,,,,,"H19008-04-03",551.207580566406
190080404,106,6,6,,2,2,2,,"H19008-04-04",551.207580566406
190080404,107,6,6,,,,,,"H19008-04-04",551.207580566406
190080404,108,6,6,,,,,,"H19008-04-04",551.207580566406
190090401,106,6,6,,2,2,2,,"H19009-04-01",2204.83032226563
190100401,105,6,6,,2,2,2,,"H19010-04-01",2204.83032226563
190100401,106,6,6,,2,2,2,,"H19010-04-01",2204.83032226563
190100401,107,6,6,,,,,,"H19010-04-01",2204.83032226563
190100401,108,6,6,,,,,,"H19010-04-01",2204.83032226563
191010401,106,6,6,,2,2,2,,"H19101-04-01",2204.83032226563
191010401,107,6,6,,,,,,"H19101-04-01",2204.83032226563
191020401,107,6,6,,,,,,"H19102-04-01",2204.83032226563
191030401,105,6,6,,2,2,2,,"H19103-04-01",2204.83032226563
191030401,107,6,6,,,,,,"H19103-04-01",2204.83032226563
191040401,106,6,6,,2,2,2,,"H19104-04-01",2204.83032226563
191050401,105,4,6,,2,2,2,,"H19105-04-01",2204.83032226563
191050401,106,6,6,,2,2,2,,"H19105-04-01",2204.83032226563
191050401,107,6,6,,,,,,"H19105-04-01",2204.83032226563
191060401,105,6,6,,2,1,2,,"H19106-04-01",2204.83032226563
191060401,106,6,6,,2,2,2,,"H19106-04-01",2204.83032226563
191070401,105,4,6,,2,2,2,,"H19107-04-01",734.943359375
191070401,107,6,6,,,,,,"H19107-04-01",734.943359375
191070402,107,6,6,,,,,,"H19107-04-02",734.943359375
191070403,105,4,4,,2,2,2,,"H19107-04-03",734.943359375
191070403,107,6,6,,,,,,"H19107-04-03",734.943359375
191080401,107,6,6,,,,,,"H19108-04-01",734.943359375
191080402,107,6,6,,,,,,"H19108-04-02",734.943359375
191080402,108,6,6,,,,,,"H19108-04-02",734.943359375
191080403,107,6,6,,,,,,"H19108-04-03",734.943359375
191090401,105,4,6,,2,2,2,,"H19109-04-01",2204.83032226563
191090401,106,6,6,,2,2,2,,"H19109-04-01",2204.83032226563
191090401,107,6,6,,,,,,"H19109-04-01",2204.83032226563
191100401,105,4,6,,2,2,2,,"H19110-04-01",2204.83032226563
191100401,107,6,6,,,,,,"H19110-04-01",2204.83032226563
192010401,105,4,6,,2,2,2,,"H19201-04-01",2204.83032226563
192010401,106,6,6,,2,2,2,,"H19201-04-01",2204.83032226563
192010401,107,6,6,,,,,,"H19201-04-01",2204.83032226563
192030401,105,6,6,,2,2,2,,"H19203-04-01",2204.83032226563
192030401,106,6,6,,2,2,2,,"H19203-04-01",2204.83032226563
192030401,107,6,6,,,,,,"H19203-04-01",2204.83032226563
192040401,105,6,6,,2,2,2,,"H19204-04-01",2204.83032226563
192040401,106,6,6,,2,1,2,,"H19204-04-01",2204.83032226563
192050401,106,6,6,,2,2,2,,"H19205-04-01",1102.41516113281
192050401,107,6,6,,,,,,"H19205-04-01",1102.41516113281
192050403,106,6,6,,2,2,2,,"H19205-04-03",1102.41516113281
192050403,107,6,6,,,,,,"H19205-04-03",1102.41516113281
192070401,105,6,6,,2,2,2,,"H19207-04-01",2204.83032226563
192070401,106,6,6,,2,2,2,,"H19207-04-01",2204.83032226563
192070401,107,6,6,,,,,,"H19207-04-01",2204.83032226563
192080401,105,6,6,,2,1,2,,"H19208-04-01",2204.83032226563
192080401,106,6,6,,2,2,2,,"H19208-04-01",2204.83032226563
192080401,107,6,6,,,,,,"H19208-04-01",2204.83032226563
192100401,105,4,6,,2,2,2,,"H19210-04-01",2204.83032226563
192100401,106,6,6,,2,2,2,,"H19210-04-01",2204.83032226563
192100401,107,6,6,,,,,,"H19210-04-01",2204.83032226563
192100401,108,6,6,,,,,,"H19210-04-01",2204.83032226563
192110401,105,6,6,,2,2,2,,"H19211-04-01",2204.83032226563
192110401,107,6,6,,,,,,"H19211-04-01",2204.83032226563
192120401,106,6,6,,2,2,2,,"H19212-04-01",734.943359375
192120402,106,6,6,,2,2,2,,"H19212-04-02",734.943359375
192120402,107,6,6,,,,,,"H19212-04-02",734.943359375
194020401,107,6,6,,,,,,"H19402-04-01",2464.5224609375
194090401,105,1,1,,2,2,2,,"H19409-04-01",2464.5224609375
194090401,106,6,6,,2,2,2,,"H19409-04-01",2464.5224609375
195010401,106,6,6,,2,2,2,,"H19501-04-01",2464.5224609375
195010401,107,6,6,,,,,,"H19501-04-01",2464.5224609375
195020401,106,6,6,,2,2,2,,"H19502-04-01",2464.5224609375
195020401,107,6,6,,,,,,"H19502-04-01",2464.5224609375
195040401,106,6,6,,2,2,2,,"H19504-04-01",1232.26123046875
195050401,105,6,6,,2,2,2,,"H19505-04-01",2464.5224609375
195050401,106,6,6,,2,2,2,,"H19505-04-01",2464.5224609375
195050401,107,6,6,,,,,,"H19505-04-01",2464.5224609375
195060401,106,6,6,,2,2,2,,"H19506-04-01",2464.5224609375
195060401,107,6,6,,,,,,"H19506-04-01",2464.5224609375
195070401,105,6,6,,2,2,2,,"H19507-04-01",2464.5224609375
195070401,106,6,6,,2,2,2,,"H19507-04-01",2464.5224609375
195070401,107,6,6,,,,,,"H19507-04-01",2464.5224609375
195080401,106,6,6,,2,2,2,,"H19508-04-01",2464.5224609375
195080401,107,6,6,,,,,,"H19508-04-01",2464.5224609375
195090401,106,6,6,,2,1,2,,"H19509-04-01",2464.5224609375
195090401,107,6,6,,,,,,"H19509-04-01",2464.5224609375
195100401,105,6,6,,2,2,2,,"H19510-04-01",2464.5224609375
196020401,107,6,6,,,,,,"H19602-04-01",1232.26123046875
196020402,107,1,1,,,,,,"H19602-04-02",1232.26123046875
196030401,105,6,6,,2,2,2,,"H19603-04-01",2464.5224609375
196030401,107,6,6,,,,,,"H19603-04-01",2464.5224609375
196040401,106,6,6,,2,2,2,,"H19604-04-01",2464.5224609375
196040401,107,6,6,,,,,,"H19604-04-01",2464.5224609375
196090401,107,6,6,,,,,,"H19609-04-01",2464.5224609375
196100401,105,1,1,,2,2,2,,"H19610-04-01",2464.5224609375
196100401,106,1,1,,2,2,2,,"H19610-04-01",2464.5224609375
197020404,106,6,6,,2,2,2,,"H19702-04-04",616.130615234375
197030401,105,1,4,,2,2,2,,"H19703-04-01",1232.26123046875
197030401,106,6,6,,2,2,2,,"H19703-04-01",1232.26123046875
197030401,107,6,6,,,,,,"H19703-04-01",1232.26123046875
197040401,105,6,6,,2,2,2,,"H19704-04-01",2464.5224609375
197040401,106,6,6,,2,2,2,,"H19704-04-01",2464.5224609375
197040401,107,6,6,,,,,,"H19704-04-01",2464.5224609375
197070401,105,4,6,,2,2,2,,"H19707-04-01",2464.5224609375
197070401,106,6,6,,2,2,2,,"H19707-04-01",2464.5224609375
197070401,107,6,6,,,,,,"H19707-04-01",2464.5224609375
197080401,106,6,6,,2,2,2,,"H19708-04-01",2464.5224609375
197090401,107,6,6,,,,,,"H19709-04-01",2464.5224609375
197100401,105,6,6,,2,2,2,,"H19710-04-01",2464.5224609375
197100401,106,6,6,,2,2,2,,"H19710-04-01",2464.5224609375
200020401,106,6,6,,2,2,2,,"H20002-04-01",2464.5224609375
200020401,107,6,6,,,,,,"H20002-04-01",2464.5224609375
200020401,108,6,6,,,,,,"H20002-04-01",2464.5224609375
200030401,106,6,6,,2,2,2,,"H20003-04-01",2464.5224609375
200030401,107,6,6,,,,,,"H20003-04-01",2464.5224609375
200040401,105,6,6,,2,2,2,,"H20004-04-01",2464.5224609375
200040401,106,6,6,,2,2,2,,"H20004-04-01",2464.5224609375
200040401,107,6,6,,,,,,"H20004-04-01",2464.5224609375
200050401,105,6,6,,2,2,2,,"H20005-04-01",1232.26123046875
200050401,106,6,6,,2,2,2,,"H20005-04-01",1232.26123046875
200050401,107,6,6,,,,,,"H20005-04-01",1232.26123046875
200060401,106,6,6,,2,2,2,,"H20006-04-01",2464.5224609375
200070401,105,6,6,,2,2,2,,"H20007-04-01",2464.5224609375
200070401,106,6,6,,2,2,2,,"H20007-04-01",2464.5224609375
200090401,105,6,6,,2,2,2,,"H20009-04-01",2464.5224609375
200090401,106,6,6,,2,2,2,,"H20009-04-01",2464.5224609375
200090401,107,6,6,,,,,,"H20009-04-01",2464.5224609375
200100401,106,1,6,,2,2,2,,"H20010-04-01",821.507446289063
200100401,108,6,6,,,,,,"H20010-04-01",821.507446289063
200110401,107,6,6,,,,,,"H20011-04-01",2464.5224609375
202010401,105,1,4,,2,2,2,,"H20201-04-01",2464.5224609375
202010401,106,6,6,,2,2,2,,"H20201-04-01",2464.5224609375
202010401,107,6,6,,,,,,"H20201-04-01",2464.5224609375
202020401,105,4,6,,2,2,2,,"H20202-04-01",2464.5224609375
202020401,106,6,6,,2,2,2,,"H20202-04-01",2464.5224609375
202020401,107,6,6,,,,,,"H20202-04-01",2464.5224609375
202030401,105,1,4,,2,2,2,,"H20203-04-01",1232.26123046875
202030401,106,6,6,,2,2,2,,"H20203-04-01",1232.26123046875
202030401,107,6,6,,,,,,"H20203-04-01",1232.26123046875
202030401,108,6,6,,,,,,"H20203-04-01",1232.26123046875
202060401,106,6,6,,2,2,2,,"H20206-04-01",2464.5224609375
202060401,107,6,6,,,,,,"H20206-04-01",2464.5224609375
202060401,108,6,6,,,,,,"H20206-04-01",2464.5224609375
202070401,106,6,6,,2,2,2,,"H20207-04-01",1232.26123046875
202070401,107,6,6,,,,,,"H20207-04-01",1232.26123046875
202070402,105,6,6,,2,2,2,,"H20207-04-02",1232.26123046875
202070402,106,6,6,,2,2,2,,"H20207-04-02",1232.26123046875
202070402,107,6,6,,,,,,"H20207-04-02",1232.26123046875
202080401,107,6,6,,,,,,"H20208-04-01",2464.5224609375
202090401,106,6,6,,2,2,2,,"H20209-04-01",2464.5224609375
202090401,107,6,6,,,,,,"H20209-04-01",2464.5224609375
202100401,105,6,6,,2,2,2,,"H20210-04-01",821.507507324219
202100401,106,6,6,,2,2,2,,"H20210-04-01",821.507507324219
202100401,108,6,6,,,,,,"H20210-04-01",821.507507324219
202100402,106,6,6,,2,2,2,,"H20210-04-02",821.507507324219
202100402,107,6,6,,,,,,"H20210-04-02",821.507507324219
202100403,106,6,6,,2,2,2,,"H20210-04-03",821.507507324219
202100403,107,6,6,,,,,,"H20210-04-03",821.507507324219
203020401,108,6,6,,,,,,"H20302-04-01",2464.5224609375
203030401,105,6,6,,2,2,2,,"H20303-04-01",2464.5224609375
203030401,106,6,6,,2,2,2,,"H20303-04-01",2464.5224609375
203030401,107,6,6,,,,,,"H20303-04-01",2464.5224609375
203040401,106,6,6,,2,2,2,,"H20304-04-01",2464.5224609375
203050401,105,6,6,,2,2,2,,"H20305-04-01",2464.5224609375
203050401,106,6,6,,2,2,2,,"H20305-04-01",2464.5224609375
203050401,107,6,6,,,,,,"H20305-04-01",2464.5224609375
203060401,105,6,6,,2,2,2,,"H20306-04-01",2464.5224609375
203060401,106,6,6,,2,2,2,,"H20306-04-01",2464.5224609375
203070401,106,6,6,,2,2,2,,"H20307-04-01",2464.5224609375
203070401,107,6,6,,,,,,"H20307-04-01",2464.5224609375
203070401,108,6,6,,,,,,"H20307-04-01",2464.5224609375
203100401,105,6,6,,2,2,2,,"H20310-04-01",1232.26123046875
203100402,107,6,6,,,,,,"H20310-04-02",1232.26123046875
204010401,106,6,6,,2,2,2,,"H20401-04-01",2464.5224609375
204010401,107,6,6,,,,,,"H20401-04-01",2464.5224609375
204010401,108,6,6,,,,,,"H20401-04-01",2464.5224609375
204020401,106,6,6,,2,2,2,,"H20402-04-01",2464.5224609375
204020401,107,6,6,,,,,,"H20402-04-01",2464.5224609375
204020401,108,6,6,,,,,,"H20402-04-01",2464.5224609375
204030401,105,6,6,,2,2,2,,"H20403-04-01",2464.5224609375
204030401,106,6,6,,2,2,2,,"H20403-04-01",2464.5224609375
204030401,107,6,6,,,,,,"H20403-04-01",2464.5224609375
204040401,107,6,6,,,,,,"H20404-04-01",2464.5224609375
204060401,106,6,6,,2,2,2,,"H20406-04-01",2464.5224609375
204070401,105,6,6,,2,2,2,,"H20407-04-01",2464.5224609375
204070401,106,6,6,,2,2,2,,"H20407-04-01",2464.5224609375
204070401,107,6,6,,,,,,"H20407-04-01",2464.5224609375
204070401,108,6,6,,,,,,"H20407-04-01",2464.5224609375
204080401,106,6,6,,2,2,2,,"H20408-04-01",2464.5224609375
204090401,102,6,6,,2,2,2,,"H20409-04-01",2464.5224609375
204090401,105,6,6,,2,2,2,,"H20409-04-01",2464.5224609375
204090401,106,6,6,,2,2,2,,"H20409-04-01",2464.5224609375
204090401,107,6,6,,,,,,"H20409-04-01",2464.5224609375
204090401,108,6,6,,,,,,"H20409-04-01",2464.5224609375
204110401,105,4,4,,2,2,2,,"H20411-04-01",2464.5224609375
204110401,106,6,6,,2,2,2,,"H20411-04-01",2464.5224609375
204110401,107,6,6,,,,,,"H20411-04-01",2464.5224609375
205030401,105,6,6,,2,1,2,,"H20503-04-01",2204.83032226563
205030401,106,6,6,,2,2,2,,"H20503-04-01",2204.83032226563
205070402,105,6,6,,2,1,1,340000,"H20507-04-02",1102.41516113281
205070402,106,6,6,,2,2,2,,"H20507-04-02",1102.41516113281
205070402,107,6,6,,,,,,"H20507-04-02",1102.41516113281
205080401,105,6,6,,2,2,2,,"H20508-04-01",2204.83032226563
205080401,106,6,6,,2,2,2,,"H20508-04-01",2204.83032226563
205080401,107,6,6,,,,,,"H20508-04-01",2204.83032226563
205080401,108,6,6,,,,,,"H20508-04-01",2204.83032226563
206010402,107,6,6,,,,,,"H20601-04-02",1102.41516113281
206030402,106,6,6,,2,2,2,,"H20603-04-02",734.943359375
206030402,107,6,6,,,,,,"H20603-04-02",734.943359375
206040401,106,6,6,,2,2,2,,"H20604-04-01",2204.83032226563
206040401,107,6,6,,,,,,"H20604-04-01",2204.83032226563
206060401,106,6,6,,2,2,2,,"H20606-04-01",1102.41516113281
206060401,107,6,6,,,,,,"H20606-04-01",1102.41516113281
206090402,106,6,6,,2,2,2,,"H20609-04-02",2204.83032226563
206100403,106,1,6,,2,2,2,,"H20610-04-03",734.943359375
206100403,107,6,6,,,,,,"H20610-04-03",734.943359375
206100404,107,6,6,,,,,,"H20610-04-04",734.943359375
206110402,107,6,6,,,,,,"H20611-04-02",2204.83032226563
208010401,106,6,6,,2,2,2,,"H20801-04-01",2204.83032226563
208010401,107,6,6,,,,,,"H20801-04-01",2204.83032226563
208010401,108,6,6,,,,,,"H20801-04-01",2204.83032226563
208020401,106,6,6,,2,2,2,,"H20802-04-01",2204.83032226563
208020401,107,6,6,,,,,,"H20802-04-01",2204.83032226563
208030401,105,6,6,,2,2,2,,"H20803-04-01",2204.83032226563
208030401,106,6,6,,2,2,2,,"H20803-04-01",2204.83032226563
208030401,107,6,6,,,,,,"H20803-04-01",2204.83032226563
208040401,105,4,6,,2,2,2,,"H20804-04-01",2204.83032226563
208040401,106,4,6,,2,2,2,,"H20804-04-01",2204.83032226563
208040401,107,6,6,,,,,,"H20804-04-01",2204.83032226563
208050401,106,6,6,,2,2,2,,"H20805-04-01",1102.41516113281
208050401,108,6,6,,,,,,"H20805-04-01",1102.41516113281
208070401,106,6,6,,2,2,2,,"H20807-04-01",2204.83032226563
208070401,107,6,6,,,,,,"H20807-04-01",2204.83032226563
208090401,106,6,6,,2,2,2,,"H20809-04-01",2204.83032226563
208100401,107,6,6,,,,,,"H20810-04-01",2204.83032226563
208110401,106,6,6,,2,2,2,,"H20811-04-01",440.966064453125
208110401,107,6,6,,,,,,"H20811-04-01",440.966064453125
208110401,108,6,6,,,,,,"H20811-04-01",440.966064453125
208110402,105,6,6,,2,2,2,,"H20811-04-02",440.966064453125
208110402,107,6,6,,,,,,"H20811-04-02",440.966064453125
